Product Code,Description,Sales Price,Last Cost Price (Std)
PD-NY/SL-MB-B,Blue Micro-Perforator Nylon Sleeve,42.00,8.77
PD-NY/SL-MB,Black Micro-Perforator Nylon Sleeve,42.00,11.53
PD-NY/SL-HO/B,Blue Micro-Perforator Nylon Sleeve,42.00,8.33
PD-NY/SL-HO-USA, DISCONTINUED Micro-Perf 20mm Horizon Black - USA (51.20mm),42.00,4.78
PD-NY/SL-HO-PROTO,Micro-Perforator Nylon Sleeve 20mm Horizon - USA Prototypes,42.00,0.00
PD-NY/SL-HO-B-USA, DISCONTINUED Micro-Perf  - 20mm Horizon Blue - USA (,42.00,8.78
PD-NY/SL-HO,Black Micro-Perforator Nylon Sleeve,42.00,9.08
PD-NY/SL-HH-40B,Micro-Perforator Nylon Sleeve - 40mm - H&H - Blue,42.00,7.18
PD-NY/SL-HH-40,Micro-Perforator Nylon Sleeve - 40mm - H&H - Black,42.00,6.78
PD-NY/SL-HH-35-B,Blue Micro-Perforator Nylon Sleeve,42.00,10.19
PD-NY/SL-HH-35,Black Micro-Perforator Nylon Sleeve,42.00,10.00
PD-NY/SL-HH-30-B,Blue Micro-Perforator Nylon Sleeve,42.00,7.73
PD-NY/SL-HH-30,Black Micro-Perforator Nylon Sleeve,42.00,4.91
PD-NY/SL-GU-B-61.5MM,Micro-Perforator Nylon Sleeve - Old Style GUK Blue - 61.5mm,42.00,0.00
PD-NY/SL-GU-B,Blue Micro-Perforator Nylon Sleeve,42.00,16.72
PD-NY/SL-GU,Black Micro-Perforator Nylon Sleeve,42.00,10.27
PD-NY/SL-DM/30-B,Blue Micro-Perforator Nylon Sleeve,42.00,8.74
PD-NY/SL-DM/30,Black Micro-Perforator Nylon Sleeve,42.00,8.65
PD-NY/SL-CSP-B,Blue Nylon Sleeve for CreaseStream Plus,42.00,6.35
PD-NY/SL-CSP,Black Nylon Sleeve for CreaseStream Plus,42.00,5.99
PD-NY/SL-CSM-B,Blue Nylon Sleeve for CreaseStream Mini,42.00,10.46
PD-NY/SL-CSM,Black Nylon Sleeve for CreaseStream Mini,42.00,10.25
PD-NY/SL-CSJ-B,Blue Nylon Sleeve for CreaseStreamJunior,42.00,8.10
PD-NY/SL-CSJ,Black Nylon Sleeve for CreaseStreamJunior,42.00,8.10
PD-NY/SL-BF-28B,Blue Micro-Perforator Nylon Sleeve,42.00,11.59
PD-NY/SL-BF-28,Black Micro-Perforator Nylon Sleeve,42.00,8.96
PD-NY/SL-BF-22-B,Blue Micro-Perforator Nylon Sleeve,42.00,4.59
PD-NY/SL-BF-22,Black Micro-Perforator Nylon Sleeve,42.00,9.29
PD-NY/SL-50-B,Blue Micro-Perforator Nylon Sleeve,46.00,22.54
PD-NY/SL-36-STA-B,Standard Micro-Perforator Nylon Sleeve - 36mm - Blue,42.00,7.18
PD-NY/SL-36-STA,Standard Micro-Perforator Nylon Sleeve - 36mm - Black,42.00,6.78
PD-NY/SL-35-B,Blue Micro-Perforator Nylon Sleeve,42.00,8.97
PD-NY/SL-35,Black Micro-Perforator Nylon Sleeve,42.00,8.27
PD-NY/SL-30-B,Blue Micro-Perforator Nylon Sleeve,42.00,9.08
PD-NY/SL-30,Black Micro-Perforator Nylon Sleeve,42.00,8.90
PD-NY/SL-25-B,Blue Micro-Perforator Nylon Sleeve,42.00,7.73
PD-NY/SL-25,Black Micro-Perforator Nylon Sleeve,42.00,11.53
PD-NSH/MO,Morgana Nylon Sleeve Holder,201.60,0.00
PD-NSH/GU,Micro Perf Nylon Sleeve Holder  for GUK 35mm,201.60,0.00
PD-NSH/35,Micro Perf Nylon Sleeve Holder 35mm,201.60,30.73
PD-NSH/25,Micro Perf Nylon Sleeve Holder 25mm,201.60,0.00
PD-MU/BR-FP,Muller Micro-Perforator with Floating Blade Holder,908.40,96.56
PD-DEL/CSJ-30,Miicro-Perf Blade Holder  - CSJ 30mm,0.00,0.00
PD-DEL-VI/25-FP,Standard Micro Perforator to fit GUK/Vijuk 25mm shafts,908.40,34.57
PD-DEL-ST/50-FP,Standard Micro-Perforator to fit Stahl/Heidelberg 50mm shaft,1028.40,15.70
PD-DEL-ST/25-FP,Standard Micro-Perforator to fit Stahl/Heidelberg 25mm shaft,908.40,148.10
PD-DEL-SM/35-FP,Standard Micro-Perforator to fit Stahl/Heidelberg & MBO 35mm,908.40,168.00
PD-DEL-ROS-BA/25-FP,Standard Micro-Perforator to fit Rosback 25.43mm shafts,908.40,188.84
PD-DEL-RO/20-FP,Standard Micro-Perforator to fit Rollem 25.43mm shafts,908.40,203.68
PD-DEL-QC/36-FP,Standard Micro-Perforator to fit Agor & Multigraf 36mm shaft,908.40,138.20
PD-DEL-PET/40-FP,Standard Micro-Perforator to fit Petratto 40mm shafts,908.40,208.76
PD-DEL-MORGANA,DO NOT USE Morgana Perforator,0.00,0.00
PD-DEL-MO/15-FP-PACK,Standard Micro-Perforator to fit Morgana & Shoei 15mm shafts,744.00,401.90
PD-DEL-MO/15-FP,Morgana Micro-Perforator 15mm,624.00,104.17
PD-DEL-MF/40-FP,Standard Micro-Perforator to fit MBO 40mm shafts,908.40,154.35
PD-DEL-MF/30-FP,Standard Micro-Perforator to fit MBO & Horizon 30mm shafts,908.40,176.08
PD-DEL-MB/20-FP,Standard Micro-Perforator to fit MB & GUK 20mm shafts,908.40,211.39
PD-DEL-KON-FP,Kongsberg Micro Perforator O/D 50mm,697.00,230.67
PD-DEL-KON-60-FP,Kongsberg Micro-Perforator 60mm,390.00,0.00
PD-DEL-HO/24.8-FP,Micro-Perf Horizon 24.8,0.00,42.08
PD-DEL-HO/20-FP-USA, DISCONTINUED Micro-Perforator - Horizon USA - 20mm,908.40,100.80
PD-DEL-HO/20-FP,Standard Micro-Perforator to fit Horizon 20mm shafts,908.40,153.82
PD-DEL-HH/40-FP,Micro-Perforator - H&H - 40mm,908.40,80.49
PD-DEL-HH/35-FP,Standard Micro-Perforator to fit Herzog and Heymann 35mm sha,908.40,155.09
PD-DEL-HH/30-FP,Standard Micro-Perforator to fit Herzog and Heymann 30mm sha,908.40,86.60
PD-DEL-GU/35-FP,Standard Micro-Perforator to fit GUK 35mm shafts,908.40,235.98
PD-DEL-DM/30-FP,Standard Micro-Perforator to fit Dick Moll 29.62mm shafts,908.40,187.00
PD-DEL-BF-28-FP,Standard Micro-Perforator to fit Baumfolder 28.58mm or 1 1/8,908.40,188.81
PD-DEL-BF-22-FP,"Standard Micro-Perforator to fit Baumfolder 22.24mm or 7/8""",908.40,182.67
PD-BH/K,42461202  Blade Holder Assembly. Kongsberg,179.00,65.71
PD-BH-ST/25,Micro Perforator  Blade Holder- 25mm,340.80,0.00
PD-BH-SM/35,Micro-Perforator Blade Holder - 35mm,340.80,31.20
PD-BH-ROS-BA/25,Micro Perforator Blade Holder Rosback,340.80,0.00
PD-BH-MF/30,Micro Perforator Blade Holder-30mm,340.80,0.00
PD-BH-DM/30,Micro-Perforator Blade Holder Dick Moll 30mm,340.80,56.93
PD-BH-36,Micro Perforator Blade Holder-36mm,340.80,31.20
PD-AF/IP-FP,Micro-Perforator for Auto-Feeders Inline Perf & Gluing Syste,908.40,33.55
PD-36-FP,Standard Micro-Perforator to fit Agor & Multigraf 36mm shaft,400.00,110.00
PD-35.002-FP,Micro-Perforator with 35.002mm I/D (Tight Bore),908.40,109.94
PC-PC-LO-BLK,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28.00,8.17
PB-01,OBSELETE,0.00,87.00
PA-WEB,Micro-Perforating Anvils for Web,252.00,75.65
MU-STEEL-TAPE,Steel Tape 0.10mm (10m) for Muller Perf,12.50,5.71
MU-RED-TA,Red Self-Adhesive Tape for Creasing Matrix,8.00,6.28
MU-GB-80,Muller Martini Gripper Boss Support Bottom Roller,51.00,33.74
MU-GB-03,51.4 O/D Muller Gripper Boss Supprt Rollers,60.00,14.97
MU-GB-02-FE,50mm O/D Female Muller Gripper Boss Support Rollers,38.40,14.27
MU-GB-02,50mm O/D Muller Gripper Boss Support Rollers,60.00,16.82
MU-GB-01,Muller Martini Gripper Boss Support Roller,60.00,4.62
MU-DRUM-TAPE,Muller Drum Tape,18.00,10.35
MU-BOT/80-FP,Muller Bottom Creasing units (pair),0.00,222.94
MT-SH/COMBO-65,"Shoei 65mm O/D Multi-Tool Micro-Perf, Cut & Crease Combo",2230.80,237.93
MT-SH/65/PERF-OPTION-1,Multi-Tool Shoei 35/65mm Perforating Option 1,934.80,145.39
MT-SH/65/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Shoei 35mm Exit Shaft & 6,816.00,91.52
MT-SH/65,Multi-Tool - Shoei 65mm Complete Set,1294.80,331.46
MT-SH/55/PERF-OPTION-1,Multi-Tool Shoei 35/55mm Perforating Option 1,934.80,106.46
MT-SH/55/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Shoei 35mm Exit Shaft & 5,816.00,109.49
MT-SH/55,Multi-Tool - Shoei 55mm Complete Set,1294.80,249.57
MT-SC-COLL-02/35,Multi Toll End Screw Collar 35mm,70.80,0.00
MT-NY/SL-MB-B,Multi-Tool Nylon Sleeve - 20mm - MB - Blue,42.00,13.71
MT-NY/SL-MB,Multi-Tool Nylon Sleeve - 20mm - MB - Black,42.00,6.33
MT-NY/SL-HH-35-B,Multi-Tool Nylon Sleeve 35mm H&H Blue,42.00,15.00
MT-NY/SL-HH-35,Multi-Tool Nylon Sleeve 35mm H&H Black,42.00,8.33
MT-NY/SL-HH-30-B,Multi-Tool Nylon Sleeve 30mm H&H Blue,42.00,6.68
MT-NY/SL-HH-30,Multi-Tool Nylon Sleeve 30mm H&H Black,42.00,0.00
MT-NY/SL-GUK-B,Multi-Tool Nylon Sleeve - 35mm - GUK - Blue,42.00,8.68
MT-NY/SL-GUK,Multi-Tool Nylon Sleeve - 35mm - GUK - Black,42.00,8.33
MT-NY/SL-35-B,Multi-Tool Nylon Sleeve - 35mm - Blue,42.00,9.90
MT-NY/SL-35,Multi-Tool Nylon Sleeve - 35mm - Black,42.00,5.97
MT-NY/SL-30-B,Multi-Tool Nylon Sleeve - 30mm - Blue,42.00,6.68
MT-NY/SL-30,Multi-Tool Nylon Sleeve - 30mm - Black,42.00,9.86
MT-NY/SL-25-B,Multi-Tool Nylon Sleeve - 25mm - Blue,42.00,11.64
MT-NY/SL-25,Multi-Tool Nylon Sleeve - 25mm - Black,42.00,10.98
MT-NSH-MB/20,Multi-Tool Nylon Sleeve Holder - 20mm - MB,336.00,74.02
MT-NSH-HO/20,OBSELETE,0.00,0.50
MT-NSH-HH/35,Multi-Tool Nylon Sleeve Holder - 35mm - H&H,336.00,37.75
MT-NSH-HH/30,Obsolete - Multi-Tool Nylon Sleeve Hold,336.00,30.15
MT-NSH-GUK/35,OBSELETE,0.00,35.00
MT-NSH-04/30,OBSELETE,0.00,28.81
MT-NSH-03/25,OBSELETE,0.00,25.31
MT-NSH-02/35,OBSELETE,0.00,30.16
MT-NSH-01/36,OBSELETE,0.00,30.16
MT-MF/40CUTTING-OPT2,Multi-Tool Cutting Option 2 to fit MBO 40mm shafts,816.00,252.47
MT-MF/40,Multi-Tool - MBO 40mm Complete Set,1294.80,286.13
MT-MB/PERF-OPTION-1,Multi-Tool - MB 20mm Perforating Option 1,934.80,137.68
MT-MB/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit MB & GUK 20mm shafts,816.00,115.12
MT-MB,Multi-Tool - MB 20mm Complete Set,1294.80,163.46
MT-HO/PERF-OPTION-1,Horizon Multi Tool Perforating Option 1,934.80,161.46
MT-HO/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Horizon 20mm shafts,816.00,143.40
MT-HO/COMBO,20mm Horizon Multi-Tool Micro Perf Cutting Crease,2230.80,171.89
MT-HO/65,Multi Tool Horizon 65mm Complete,1294.80,1099.36
MT-HO,Horizon Multi-Tool Complete,1294.80,200.90
MT-HH/45/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 45mm s,858.00,287.75
MT-HH/40-CUTTING-OPTION2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 40mm s,934.80,151.19
MT-HH/35/PERF-OPTION-1,Multi-Tool - H&H 35mm Perforating Option 1,934.80,108.87
MT-HH/35/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 35mm s,816.00,154.76
MT-HH/35,Multi-Tool - H&H 35mm Complete Set,1294.80,181.97
MT-HH/30/PERF-OPTION-1,Multi-Tool H&H 30mm Perforating Option 1,934.80,127.96
MT-HH/30/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Herzog and Heymann 30mm s,816.00,200.29
MT-HH/30,Multi Tool Complete H&H 30mm,1294.80,175.87
MT-HH/25/CUTTING-OPTION-2,Multi-Tool H&H 25 Cutting Option 2,816.00,176.09
MT-GUK/COMBO-01,"GUK 59.4mm O/D Micro-Perf, Cut & Crease Multi-Tool Combo",2230.80,209.15
MT-GUK/COMBO,GUK 59.4mm O/D Micro-Perf/Cut & Crease Multi-Tool Combo,2230.80,191.75
MT-GUK/35/PERF-OPTION-1,Multi-Tool - GUK 35mm Perforating Option 1,934.80,123.35
MT-GUK/35/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit GUK 35mm shafts,816.00,195.70
MT-GUK/35,Multi-Tool - GUK 35mm Complete Set,1294.80,296.69
MT-GUK/25/CUTTING-OPTION-2,Multi-Tool - GUK 25mm Cutting Option 2,816.00,4.21
MT-FL-BH-MB/20,20mm Multi-Tool Floating Blade Holder Component,63.00,11.10
MT-FL-BH-02/35,35mm Multi-Tool Floating Blade Holder Component,63.00,11.10
MT-CR/SH-65-CAS,Multi-Tool Shoei 65mm Creasing Cassette,942.00,10.38
MT-CR/HO-20-CAS,Multi-Tool Horizon 20mm Creasing Cassette,942.00,0.00
MT-CR/GU-CAS-01,Multi-Tool GUK 59.4mm Creasing Cassette (no lug),942.00,0.00
MT-CR/GU-CAS,Multi-Tool GUK 59.4mm Creasing Cassette,942.00,0.00
MT-CR/BF-28-CAS-01,Multi Tool Baum 28mm Creasing Cassette. No lugs,942.00,0.00
MT-CR/BF-28-CAS,Multi-Tool Large Baum 28mm Creasing Cassette,942.00,88.95
MT-CR/36-CAS,Multi-Tool 36mm Creasing Cassette,942.00,7.88
MT-CR/35-CAS-FIX-01,Multi-Tool 35mm Creasing Cassette Fixed (no lug),942.00,0.00
MT-CR/35-CAS-FIX,Multi-Tool 35mm Creasing Cassette - Fixed Female Component,942.00,39.40
MT-CR/35-CAS-01,Multi-Tool 35mm Creasing Cassette (no lugs),942.00,84.96
MT-CR/35-CAS,DISCONTINUED - Multi-Tool 35mm Creasing Cass Floating Female,0.00,66.81
MT-CR/30-CAS-01,Multi-Tool 30mm Creasing Cassette (no lugs),942.00,67.62
MT-CR/30-CAS,Multi-Tool 30mm Creasing Cassette,942.00,51.43
MT-CR/25-CAS-01,Multi-Tool 25mm Creasing Cassette (no lugs),942.00,63.57
MT-CR/25-CAS,DISCONTINUED - Multi-Tool 25mm Creasing Cassette,0.00,47.07
MT-BH-SH/65,Multi-Tool Blade Holder - 65mm O/D - Shoei,408.00,115.20
MT-BH-SH/55,Multi-Tool Blade Holder - 55mm O/D - Shoei,408.00,49.59
MT-BH-MF/40,Multi-Tool Blade Holder MBO 40mm 58mmO/D,408.00,124.04
MT-BH-MB/20,Multi-Tool Blade Holder - 20mm - MB,408.00,55.23
MT-BH-HO/65,Multi-Tool Blade Holder 65mm O/D Horizon,408.00,395.15
MT-BH-HO/20-USA-02,OBSELETE,408.00,3.38
MT-BH-HO/20-USA,Special US Horizon Multi-Tool Blade Holder,408.00,1.44
MT-BH-HO/20,Multi-Tool Blade Holder - 20mm - Horizon,408.00,87.57
MT-BH-HH/45,Multi-Tool Blade Holder - 45mm - H&H,408.00,108.57
MT-BH-HH/35,Multi-Tool Blade Holder - 35mm - H&H,408.00,49.22
MT-BH-HH/30,Multi-Tool Blade Holder - 30mm - H&H,408.00,95.91
MT-BH-HH/25,Multi-Tool Blade Holder - 25mm - H&H,0.00,2.64
MT-BH-GUK/35,Multi-Tool Blade Holder - 35mm - GUK,408.00,102.75
MT-BH-GUK/25,Multi-Tool Blade Holder - 25mm - GUK,408.00,1.94
MT-BH-BF/28,Large Baum Multi Tool Blade Holder - 28mm,408.00,65.86
MT-BH-35.002,35mm Multi-Tool Blade Holder Metal to Metal,302.40,97.05
MT-BH-04/30,Multi-Tool Blade Holder - 30mm,408.00,69.03
MT-BH-03/25,Multi-Tool Blade Holder - 25mm,408.00,60.06
MT-BH-02/35,Multi-Tool Blade Holder - 35mm,408.00,79.17
MT-BH-01/36,Multi-Tool Blade Holder - 36mm,408.00,92.63
MT-BF/COMBO-28-01,"28mm Large Baum Multi-Tool Micro-Perf,Cut & Crease Combo",2230.80,265.83
MT-BF/COMBO-28,"28mm Large Baum Multi-Tool Micro-Perf, Cut & Crease Combo",2230.80,0.00
MT-BF/28/PERF-OPTION-1,Multi-Tool - 28mm Baum Perforating Option 1,934.80,131.66
MT-BF/28/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Baumfolder 28.58mm or 1 1,816.00,132.94
MT-BF/28,Multi-Tool - 28mm Baum Complete Set,1294.80,212.96
MT-AGOR/CUTTING-OPTION-2,Multi-Tool - Agor 36mm Cutting Option 2,816.00,143.98
MT-04/PERF-OPTION-1,Multi-Tool - 30mm Perforating Option 1,934.80,193.30
MT-04/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit MBO & Horizon 30mm shafts,816.00,165.77
MT-04/COMBO-B,OBSELETE,2230.80,230.35
MT-04/COMBO-01-B,"30mm Micro-Perf, Cut & Crease Multi-Tool Combo (no lugs)",2230.80,224.10
MT-04/COMBO-01,30mm Multi-Tool Perf Cut & Crease Combo (no lug),2230.80,405.31
MT-04/COMBO,30mm Micro Perf/Cut & Crease Multi-Tool Combo,2230.80,269.12
MT-04,Multi-Tool - 30mm Complete Set,1294.80,257.78
MT-03/PERF-OPTION-1,Multi-Tool - 25mm Perforating Option 1,934.80,195.19
MT-03/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Stahl/Heidelberg 25mm sha,816.00,143.06
MT-03/COMBO-01-B,25mm Multi-Tool Perf Cut & Crease Combo (no Lugs) Poly Bands,2230.80,212.98
MT-03/COMBO-01,25mm Multi-Tool Perf Cut & Crease Combo (no lug),2230.80,311.20
MT-03/COMBO,25mm Micro-Perf/Cut & Crease Multi-Tool Combo,2230.80,187.11
MT-03,Multi-Tool - 25mm Complete Set,1294.80,219.95
MT-02/PERF-OPTION-1,Multi-Tool - 35mm Perforating Option 1,934.80,159.04
MT-02/PERF-ATT,35mm Multi-Tool Micro Perf Attachment,577.20,66.69
MT-02/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Stahl/Heidelberg & MBO 35,816.00,191.16
MT-02/COMBO-FIX-B,OBSELETE,2230.80,0.00
MT-02/COMBO-FIX-01-B,"35mm Micro-Perf,Cut & Fixed Crease Multi-Tool Combo (no lug)",2230.80,223.46
MT-02/COMBO-FIX-01,35mm Multi-Tool Cut Perf & Fixed Crease Combo (no lug),2230.80,217.14
MT-02/COMBO-FIX,35mm Micro-Perf/Cut & Fixed Crease Multi-Tool,2230.80,200.04
MT-02/COMBO-B,OBSELETE,2230.80,223.28
MT-02/COMBO-01-B,"35mm Micro-Perf, Cut & Crease Multi-Tool Combo (no lugs)",2230.80,219.90
MT-02/COMBO-01,35mm Multi-Tool Cut Perf & Crease Combo (no lugs),2230.80,388.55
MT-02/COMBO,35mm Multi Tool Cut Perf and Crease Combo,2230.80,229.22
MT-02/CAS/PERF-OPTION-1,OBSELETE,0.00,96.28
MT-02/CAS,OBSELETE,0.00,0.00
MT-02/35.002-PERF-1,OBSELETE,0.00,0.00
MT-02/35.002-CUTTING-2,OBSELETE,0.00,0.00
MT-02/35.002,OBSELETE,0.00,0.00
MT-02,Multi-Tool - 35 mm Complete Set,1294.80,233.17
MT-01/PERF-OPTION-1,Multi-Tool - 36mm Perforating Option 1,934.80,113.73
MT-01/CUTTING-OPTION-2,Multi-Tool Cutting Option 2 to fit Multigraf 36mm shafts,816.00,151.72
MT-01/COMBO-01,36mm Multi Tool Combo No lugs,2230.80,205.72
MT-01/COMBO,36mm Multi Tool Combo Device,2230.80,205.72
MT-01,Multi-Tool - 36mm Complete Set,1294.80,171.55
MPB-ST/MAILER-52,Micro-Perf Blade - 52 TPI - Stahl Mailer-Stop,63.00,10.00
MPB-ST/MAILER-25,Micro-Perf Blade - 25 TPI - Stahl Mailer-Stop,63.00,10.00
MPB-ST/MAILER-17,Micro-Perf Blade - 17 TPI - Stahl Mailer-Stop,63.00,10.00
MPB-ROS-BA-72,72 tpi Micro-Perforation Blade,63.00,10.98
MPB-ROS-BA-52,52 tpi Micro-Perforation Blade,63.00,8.50
MPB-ROS-BA-25,25 tpi Micro-Perforation Blade,63.00,9.86
MPB-ROS-BA-17,17 tpi Micro-Perforation Blade,63.00,7.85
MPB-MB-72,72 tpi Micro-Perforation Blade,63.00,7.79
MPB-MB-52,52 tpi Micro-Perforation Blade,63.00,7.05
MPB-MB-25,25 tpi Micro-Perforation Blade,63.00,30.98
MPB-MB-17,17 tpi Micro-Perforation Blade,63.00,9.98
MPB-8/CSP,8 tpi Micro-Perf Blade 57.95 x 42 x 1.6,0.00,9.95
MPB-8-Z,Micro perf Blade 8tpi Zund,28.90,18.67
MPB-8-HOR,40.75 (O/D) x 28 (I/D) x 1.6 (Width) 8 TPI 0.76mm Tie,40.00,26.98
MPB-8-GUK,Micro-Perf Blade 8tpi GUK,63.00,8.95
MPB-8,8 tpi Micro-Perforation Blade,63.00,10.00
MPB-72/BF/22MM,72 tpi Micro-Perforation Blade,63.00,8.35
MPB-72/30MM,72 tpi Micro-Perforation Blade,63.00,8.75
MPB-72/25MM,72 tpi Micro-Perforation Blade,63.00,8.45
MPB-72-GUK,72 tpi Micro-Perforation Blade,63.00,9.45
MPB-72,72 tpi Micro-Perforation Blade,63.00,19.98
MPB-7,7 tpi Micro-Perforation Blade,63.00,26.98
MPB-6-HOR,40.75 (O/D) x 28 (I/D) x 1.6 (Width) 6TPI 0.76mm Tie,40.00,26.98
MPB-52/WEB,Micro-Perf Blades for Web Perforator 52TPI,174.00,49.96
MPB-52/SH-65,Micro-Perf Blade - 52 TPI - Shoei 65mm,63.00,13.20
MPB-52/SH-55,Micro-Perf Blade - 52 TPI - Shoei 55mm,63.00,9.75
MPB-52/RO,52 tpi Micro-Perforation Blade,63.00,28.98
MPB-52/MF-40,52 tpi Micro-Perforation Blade,63.00,10.15
MPB-52/CSP,52 tpi Micro-Perf Blade for CSP,0.00,9.95
MPB-52/BF/28MM,52 tpi Micro-Perforation Blade,63.00,28.95
MPB-52/BF/22MM,52 tpi Micro-Perforation Blade,63.00,28.48
MPB-52/50MM,52 tpi Micro-Perforation Blade,73.00,11.50
MPB-52/46MM,Micro-Perf Blade - 52 TPI - 46mm I/D,63.00,10.00
MPB-52/30MM,52 tpi Micro-Perforation Blade,63.00,19.39
MPB-52/25MM,52 tpi Micro-Perforation Blade,63.00,16.98
MPB-52-HH/30MM,52 tpi Micro-Perforation Blade,63.00,7.85
MPB-52-GUK,52 tpi Micro-Perforation Blade,63.00,26.98
MPB-52,52 tpi Micro-Perforation Blade,63.00,18.98
MPB-5,Micro-Perf Blade 5 TPI 35mm,63.00,0.00
MPB-4Z,42461210 Micro Perf Blade. 4tpi 3X3mm Zund,42.90,10.98
MPB-4K,42461210. Micro-Perf Blade. 4 TPI 3X3mm. Kongsberg,52.67,19.25
MPB-40/WEB,Micro-Perf Blades for Web Perforator 40TPI,174.00,49.96
MPB-40/CSP,40 tpi Micro-Perf Blade 57.70 x 42 x 1.6,0.00,9.95
MPB-40/4SHEET,40 tpi Micro-Perforation Blade with extra tie depth,65.00,29.48
MPB-40/30MM,40 tpi Micro-Perforation Blade,63.00,8.95
MPB-40,40 tpi Micro-Perforation Blade,63.00,8.50
MPB-3Z,42461228 Micro Perf Blade. 3tpi 5X5mm Zund,44.87,10.98
MPB-3K,42461228. Micro-Perf Blade. 3tpi 5X5mm.Kongsberg,52.67,18.68
MPB-36-HOR,40.50 (O/D) x 28 (I/D) x 1.6 (Width) 36 TPI With Equal Tie,40.00,26.98
MPB-30-HOR,40.50 (O/D) x 28 (I/D) x 1.6 (Width) 30 TPI 0.225mm Tie,40.00,26.98
MPB-2Z,42461236. Micro perf blade 2tpi 7X5mm Zund,42.90,21.95
MPB-2K,42461236. Micro-Perf Blade 2tpi 7 x5mm.  Kongsberg,52.69,18.68
MPB-26,Micro-Perf Blade 26TPI -35mm,63.00,9.04
MPB-25/WEB,Micro-Perf Blades for Web Perforator 25TPI,174.00,49.96
MPB-25/SH-65,Micro-Perf Blade - 25 TPI - Shoei 65mm,63.00,12.32
MPB-25/SH-55,Micro-Perf Blade - 25 TPI - Shoei 55mm,63.00,9.25
MPB-25/RO,25 tpi Micro-Perforation Blade,63.00,19.98
MPB-25/MOR,Don not use this code,63.00,24.80
MPB-25/MO,25 tpi Split Micro-Perforation Blade,63.00,45.98
MPB-25/MF-40,25 tpi Micro-Perforation Blade,63.00,10.15
MPB-25/CSP,25 tpi Micro-Perf Blade 57.70 x 42 x 1.6,0.00,9.95
MPB-25/BF/28MM,25 tpi Micro-Perforation Blade,63.00,26.98
MPB-25/BF/22MM,25 tpi Micro-Perforation Blade,63.00,26.98
MPB-25/50MM,25 tpi Micro-Perforation Blade,73.00,11.50
MPB-25/4SHEET,25 tpi Micro-Perforation Blade with extra tie depth,65.00,10.00
MPB-25/46MM,Micro-Perf Blade - 25 TPI - 46mm I/D,63.00,10.00
MPB-25/30MM,25 tpi Micro-Perforation Blade,63.00,17.98
MPB-25/25MM,25 tpi Micro-Perforation Blade,63.00,14.35
MPB-25-Z,Micro Perf  Blade 25tpi Zund,28.90,7.75
MPB-25-HH/30MM,25 tpi Micro-Perforation Blade,63.00,6.85
MPB-25-GUK,25 tpi Micro-Perforation Blade,63.00,26.98
MPB-25,25 tpi Micro-Perforation Blade,63.00,25.50
MPB-2/4-35MM,Micro-Perf Blade - 35mm,63.00,7.50
MPB-17/WEB,Micro-Perf Blade for Web Perforator 17TPI,174.00,49.96
MPB-17/SH-65,Micro Perf Blade - 17 TPI - Shoei 65mm,63.00,11.83
MPB-17/SH-55,Micro-Perf Blade - 17 TPI - Shoei 55mm,63.00,8.75
MPB-17/RO,17 tpi Micro-Perforation Blade,63.00,26.98
MPB-17/MF-40,17 tpi Micro-Perforation Blade,63.00,10.15
MPB-17/CSP,17 tpi Micro-Perf Blade 57.70 x 42 x 1.6,0.00,9.95
MPB-17/BF/28MM,17 tpi Micro-Perforation Blade,63.00,26.98
MPB-17/BF/22MM,17 tpi Micro-Perforation Blade,63.00,25.98
MPB-17/50MM,17 tpi Micro-Perforation Blade,73.00,11.50
MPB-17/50-SMALL,17 TPI Micro-Perf Blade to fit Stahl 50mm - 75.49mm O/D,73.00,11.50
MPB-17/4SHEET,17 tpi Micro-Perforation Blade with extra tie depth,65.00,28.48
MPB-17/46MM,Micro-Perf Blade - 17 TPI - 46mm I/D,63.00,10.00
MPB-17/30MM,17 tpi Micro-Perforation Blade,63.00,18.33
MPB-17/25MM,17 tpi Micro-Perforation Blade,63.00,14.95
MPB-17-Z,Micro Perf Blade 17tpi Zund,28.90,7.75
MPB-17-HH/30MM,17 tpi Micro-Perforation Blade,63.00,6.85
MPB-17-GUK,17 tpi Micro-Perforation Blade,63.00,25.98
MPB-17,17 tpi Micro-Perforation Blade,63.00,17.98
MPB-16-HOR,40.75 (O/D) x 28 (I/D) x 1.6 (Width)  16TPI 0.76mm Tie,40.00,26.98
