Product Code,Description,Sales Price,Last Cost Price (Std)
MOULD-114B-XTRA,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease,26.00,2.35
MOULD-114B-SB,MAKES a Orange Fast Fit H&H 35mm Gripper Crease,26.00,2.65
MOULD-114,Orange Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,23.00,1.76
MOULD-113X,Obselete.Blue GUK Fast Fit Split Lugged Gripper Crease,23.00,1.58
MOULD-113SB,Tri-Creaser Fast Fit Blue Split Gripper Crease,23.00,1.81
MOULD-113B-XTRA,Tri-Creaser Fast Fit Green Endura Split Gripper Crease,26.00,2.35
MOULD-113B-SB,MAKES a Blue Fast Fit H&H 35mm Gripper Crease,26.00,2.65
MOULD-113,Blue Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,23.00,1.76
MOULD-112B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26.00,2.73
MOULD-112,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,23.00,1.81
MOULD-111B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26.00,2.73
MOULD-111,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,23.00,1.81
MOULD-110B,Green Fast Fit 30mm Lugged Enduracresae,0.00,2.73
MOULD-110,Blue Fast-Fit 30mm Split Lugged Gripper Crease,23.00,1.81
MOULD-11,OBSELETE,0.00,0.00
MOULD-10A,25/30mm Thin Gripper Band/Blade Seal - 40mm O/D - Light Bake,19.00,0.97
MOULD-109B,Orange Fast Fit 30mm Enduracrease,0.00,2.73
MOULD-109,Orange Fast-Fit 30mm Split Lugged Gripper Crease,23.00,1.81
MOULD-108B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26.00,2.73
MOULD-108,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,23.00,1.81
MOULD-107B,Tri-Creaser Fast Fit Blue Endura Split Gripper Crease with l,26.00,2.73
MOULD-107,Tri-Creaser Fast Fit Blue Split Gripper Crease with lugs,23.00,1.81
MOULD-106,Yellow Fast-Fit 30mm Split Lugged Gripper Crease,23.00,1.81
MOULD-105BK,Extra Heavy Black Fast Fit Horizon 20mm Split Creaser,23.00,0.00
MOULD-105B,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease with,26.00,2.73
MOULD-105,Tri-Creaser Fast Fit Yellow Split Gripper Crease with lugs,23.00,1.81
MOULD-104X,Obselete.Yellow GUK Fast Fit Split Lugged Gripper Crease,23.00,1.58
MOULD-104SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-104B-XTRA,Tri-Creaser Fast Fit Pink Endura Split Gripper Crease,26.00,2.35
MOULD-104B-SB,MAKES a Pink Fast Fit H&H 35mm Gripper Crease,26.00,2.65
MOULD-104,Yellow Fast-Fit GUK 59.4mm Split Lugged Gripper Crease,23.00,1.66
MOULD-103X,Quad-Creaser Yellow Split Creasing Rib,23.00,1.81
MOULD-103,Yellow Fast Fit Rollem Split Lugged Gripper Crease,23.00,1.81
MOULD-102SB,Tri-Creaser Fast Fit Yellow Split Gripper Crease,23.00,1.81
MOULD-102B-SB,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,2.65
MOULD-102B,Yellow EnduraCrease Fast Fit MB 20mm Split Lugged,26.00,2.73
MOULD-102-BX,Tri-Creaser Fast Fit Yellow Endura Split Gripper Crease,26.00,2.61
MOULD-102,Yellow Fast Fit MB 20mm Split Lugged Gripper Crease,22.00,1.81
MOULD-101B,Tri-Creaser Fast Fit Orange Endura Split Gripper Crease with,26.00,2.73
MOULD-101,Tri-Creaser Fast Fit Orange Split Gripper Crease with lugs,23.00,1.81
MOULD-10,Black Gripper Band / Blade Seal,19.00,1.07
MOULD-09,Pink Dot Insert - for 25/30mm Shaft,15.00,1.15
MOULD-07,Green Dot Insert - for MB - 34mm O/D 1.0mm Thick,15.00,1.07
MOULD-06,Red/Yellow Dot Insert - for MB - 34mm O/D 0.75mm Thick,15.00,1.15
MOULD-05,Spine-Creaser (Heavy) Black Creasing Matrix,38.00,4.76
MOULD-04,OBSELETE,0.00,4.23
MOULD-03,Small Creasing Insert for Eurofold Standard Tri-Creaser,15.00,1.15
MOULD-02A,Light Morgana Creasing Matrix,48.00,4.08
MOULD-02,Spine-Creaser White Creasing Matrix,38.00,7.20
MOULD-01A,Heavy Morgana Creasing Matrix,48.00,4.08
MOULD-01,Spine-Creaser Yellow Creasing Matrix,38.00,7.20
MOULD--08,Red Dot Insert - for 25/30mm Shaft,15.00,1.15
MB-SPRING,Pressure Strengthening Spring & Washer Set,7.50,0.65
MB-GB-01,MB Support Rollers 20mm I/D 40mm O/D,102.00,26.47
MALE-RS/28.59,Male Fast Fit for Roto Score,540.00,34.24
MALE-ROS/25,Male Fast Fit Rosback,0.00,0.00
MALE-RO/25,Male Fast Fit Rollem,540.00,56.20
MALE-PD/30,DO NOT USE THIS CODE,540.00,0.00
MALE-MU/ADJ,Male only Muller Adjustable S/C,275.00,32.95
MALE-MF/40,Male Component for FF-MF/40-FIX-01,540.00,0.00
MALE-MB/20,MB 20mm Fast Fit No Lugs Male Only,0.00,0.00
MALE-HO/50,Fast Fit Male for Horizon O/D 50mm,540.00,450.00
MALE-HH/46,Male Component FF-HH/46-FIX,540.00,0.00
MALE-HH/35,Male Component for FF-HH/35-FP-01,540.00,85.00
MALE-HH/30,Fast Fit Male Component H&H 30mm,540.00,0.00
MALE-GUK/35,Male Component for FF-GU/35-FP-01,540.00,39.99
MALE-EF-HH/35,Easy Fit Male Component for H/H 35mm,0.00,0.00
MALE-EF-BF/28,Easy Fit Male for Large Baum,540.00,0.00
MALE-EF-BF/22,Easy Fit Male Small Baum,540.00,0.00
MALE-EF-35,Easy Fit Male Component 35mm,540.00,43.20
MALE-EF-30,Easy Fit Male Component 30mm,540.00,39.41
MALE-EF-25,Easy Fit Male Componet 25mm,540.00,37.08
MALE-DM-01,Dick Moll Bearing Male,540.00,62.42
MALE-35/FP,Male component for Lugged fast Fit. FF-SM/35-FP,540.00,85.00
MALE-35,35mm MBO/Stahl Fast Fit,540.00,55.28
MALE-30/MT-01,Male Split Rib Holder for Multi-Tool. Non Lugged,0.00,0.00
MALE-30-FP,Male component for lugged Fast Fit,540.00,85.00
MALE-30,Male 30mm MBO Fast Fit. Non lugged,540.00,46.66
MALE-25/FF-LG,Fast Fit Male 25mm Lugged,540.00,0.00
MALE-25,Male 25mm Stahl Fast Fit,540.00,41.16
M6X4.2MMSCREW,M6 x 4.2mm Screw,7.50,0.00
M4X6MMBESPOKESCREW,M4 X 6MM Bespoke Screw for Horizon Quad Creaser,3.50,0.00
M4X4-FLAT-SCREW,Duplo Grub Screw,0.00,0.00
M4X3-FLAT-SCREW,Duplo Grub Screw,0.00,0.00
M4X20MM-SOCKETCAP,M4 x 20mm Full Thread Socket Cap,0.00,0.00
M4-6MMSCREW,M4-6MM Dome Screw,0.00,0.00
M3X5.8-TORX-SCREW,Perforation Fixing Screws for Morgana,2.50,0.00
M3X3-FLAT-SCREW,Duplo Grub Screw,0.00,0.00
M/F-TRI-WEB,Male/Female Tri-Web 02 Component,540.00,0.00
LUGFILLER,Acetal Lug Filler,7.50,3.53
KETT-LEAD-10,Kettle Lead for Argentina,0.00,8.90
KETT-LEAD-09,Kettle Lead for India,0.00,4.12
KETT-LEAD-08,Kettle Lead for Thailand,0.00,9.50
KETT-LEAD-07,Kettle Lead for Europe,1.14,1.14
KETT-LEAD-06,Kettle Lead forJapan,0.00,3.40
KETT-LEAD-05,Kettle Lead for U.K,5.10,2.18
KETT-LEAD-04,Kettle Lead for Chile,0.00,2.10
KETT-LEAD-03,Kettle Lead for Australia,0.00,2.05
KETT-LEAD-02,Kettle Lead for South Africa,0.00,2.96
KETT-LEAD-01,CSM - Kettle Lead for U.S.A,0.00,2.66
KC-CR-36,Kiss Cutting Device Counter Roller,150.00,0.00
KC-02-36,36mm Double Kiss-Cutting Unit,434.40,26.52
KC-01-36,Kisscutter - 36mm,372.00,83.94
KB-SPRING,Kolbus Pressure Strengthening Spring,7.50,1.13
KB-GB-94,Kolbus Gripper Boss Support Rollers x4 pairs (Upper & Lower),720.00,352.88
KB-GB-84,WRONG CODE,0.00,0.00
KB-03,OBSELETE - Kolbus Easy-Fit x 4 USA Type,0.00,100.00
KB-02,OBSELETE - Kolbus 114mm Creaser,0.00,143.50
KB-01,OBSELETE - Kolbus,0.00,100.00
HORIZON-VP-66/02,Horizon VP-66 Starter Package (4x Male 4x Female Components),2280.00,64.22
HORIZON-50/01,Horizon 20/50mm Starter Package,1440.00,273.11
HO-ST/YE-PC,Spine- & Quad-Creaser Yellow Split Plastic Creasing Rib,28.00,6.38
HO-ST/WH-PC,Spine-Creaser White Split Plastic Creasing Rib,28.00,7.17
HO-ST/BL-PC,Spine- & Quad-Creaser Blue Split Plastic Creasing Rib,28.00,7.46
HO-ST/BK-PC,Spine-Creaser Black Split Plastic Creasing Rib,28.00,8.54
HO-GB-03,Horizon BQ470 Support Rollers,102.00,0.00
HO-GB-02/VP-66,Horizon VP-66 30mm Feed Roller,102.00,30.44
HO-GB-01,Horizon Gripper Boss Support Rollers - 20mm I/D,102.00,40.47
GRIP-WHITE-01,20/25mm White Gripper Bands,0.00,0.00
GRIP-003,CSM - White Gripper Band - 25mm,15.35,0.00
GI/35-FP,Cutting Device Graphic Inline,816.00,100.00
GB-WO/98,Wohlenberg Gripper Boss Support Top Roller x4,204.00,0.00
GB-VI,Gripper Bosses For 25mm Vijuk/GUK,102.00,4.78
GB-ST/25-FP-FE,Female Only without Grippers 25mm Support Roller,46.80,15.84
GB-ST/25-FP,25mm Gripper Boss Support Rollers (1 Pair),102.00,36.59
GB-SM/35-FP,35mm Gripper Boss Support Rollers (1 Pair),102.00,40.86
GB-ROS,Rosback Narrow Support Rollers,102.00,72.94
GB-RO,Rollem Support Rollers (pair),102.00,56.20
GB-PET/40-FP,Petratto Support Rollers 40mm (pair),102.00,40.30
GB-MO,Morgana Blade Holding Support Rollers (4x Male Top Rollers),240.00,29.53
GB-MF/40-FP,40mm Gripper Boss Support Rollers (1 pair),102.00,0.00
GB-MF/30-FP,30mm Gripper Boss Support Rollers (1 pair),102.00,39.73
GB-KB/26-FP,Kolbus Gripper Boss Support Roller 1x pair (Upper & Lower),102.00,45.88
GB-GUK-35,GUK Gripper Boss Support Rollers(1 Pair),102.00,50.91
GB-CSM/25-WIDE,CSM-CreaseStream Auto-Feed Wide Support Roller,45.00,18.33
GB-CSM/25-FP,25mm Gripper Boss Support Roller for CreaseStream Mini,85.00,24.93
GB-CSJ/30-FP,Support Rollers 30mm for CSJ,85.00,38.50
GB-BF/22,Support Collars to fit Baum Fast Fit 22 ECO-Pair,102.00,41.44
G3382,Small Printed Carton,0.00,0.76
G243,Multi-Tool Printed Carton,0.00,1.50
G1022-HANDLE,Integra 5 - plastic handle for boxes,0.00,0.06
G1022,ST-350 & Muller Adjustable Large Printed Carton,0.00,1.92
FF-ZA/40-FP,Zander 2 Tri-Creaser,1316.40,170.24
FF-VID-CARD,Tri-Creaser Fast Fit Video Instruction Guide,0.00,0.00
FF-STA-ST/25-FIX-01,Fast Fit 25mm Standard Shortened Version. DISCONTINUED,878.40,49.63
FF-STA-ST/25-FIX,25mm Standard Fast-Fit Tri-Creaser,878.40,84.57
FF-STA-SM/35-FIX,35mm Standard Fast-Fit Tri-Creaser,878.40,89.88
FF-STA-MF/30-FIX,30mm Standard Fast-Fit Tri-Creaser. DISCONTINUED,878.40,87.51
FF-ST/25-FP-DSF-01-B,Tri Creaser Fast Fit 25mm Advance System,1747.00,128.59
FF-ST/25-FP-B,OBSELETE,1316.40,77.94
FF-ST/25-FP-01-B,Fast Fit 25mm Tri-Creaser,1316.40,76.95
FF-ST/25-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts,1316.40,77.78
FF-ST/25-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts Lug,1316.40,116.47
FF-ST/25-FIX-B,OBSELETE,1316.40,92.21
FF-ST/25-FIX-01-B,Fast Fit 25mm Tri-Creaser with Fixed Female,1316.40,92.37
FF-ST/25-FIX-01,Tri-Creaser Fast Fit to fit Stahl 25mm Fixed Female,1316.40,75.87
FF-ST/25-FIX,Fast Fit 25mm Tri-Creaser with lugs (fixed),1316.40,15.98
FF-ST/25-DSF,Tri Creaser Fast Fit 25mm Advance Female Only Pack,997.00,112.25
FF-SMY/30-FP-01,Tri-Creaser Fast Fit to fit Smyth 30mm shafts,1316.00,191.67
FF-SM/35-LG-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,997.00,179.06
FF-SM/35-FP-FIX,OBSELETE,1316.40,0.00
FF-SM/35-FP-EXH,Fast Fit Tri-Creaser 35mm Extra Heavy Version,1316.40,0.00
FF-SM/35-FP-DSF-01-B,Tri Creaser Fast Fit 35mm Advance System,1747.00,189.72
FF-SM/35-FP-B,OBSELETE,1316.40,68.66
FF-SM/35-FP-02-OB,Fast Fit 35mm T/C with Orange/Blue Female Channels Only,1316.40,109.05
FF-SM/35-FP-01-EXH,Tri-Creaser Fast Fit 35mm Extra Heavy Version (no lugs),1316.40,79.00
FF-SM/35-FP-01-B,Fast Fit 35mm Tri-Creaser,1316.40,80.19
FF-SM/35-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.40,106.06
FF-SM/35-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.40,124.25
FF-SM/35-FIX-B,OBSELETE,1316.40,77.80
FF-SM/35-FIX-01-B-V,Fast Fit 35mm Tri-Creaser,1316.40,129.86
FF-SM/35-FIX-01-B,Fast Fit 35mm Tri-Creaser Fixed Female,1316.40,77.92
FF-SM/35-FIX-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.40,89.96
FF-SM/35-FIX,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.40,83.18
FF-SM/35-DSF-SV,Tri Creaser Fast Fit 35mm Advance System Short Version,1747.00,87.33
FF-SM/35-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,997.00,68.68
"FF-SH/65-FP/1.5""",OBSELETE 65mm Shoei Fast Fit Tri-Creaser 1.5 inch I/D,1316.40,145.66
FF-SH/65-FP-SV,Shoei Tri-Creaser Fast Fit 35/65 - Shortened Version,1316.40,14.81
FF-SH/65-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,1316.40,88.73
FF-SH/65-FIX,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,1316.40,53.06
FF-SH/65-45-FP,Shoei Fast Fit 65mm,1316.40,145.56
FF-SH/55-FP-SV,Shoei Tri-Creaser Fast Fit 35/55 - Shortened Version,1316.40,133.38
FF-SH/55-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 55mm Out,1316.40,107.69
FF-SH/15-FP-PACK,OBSELETE - Morgana Fast Fit with support Rollers,0.00,115.86
FF-SH/15-FP-01-B-PACK,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,778.80,132.28
FF-SH/15-FP-01-B-MIN,Japan Minature Version of Shoei/15 & Morgana,658.80,0.00
FF-SH/15-FP-01-B,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,658.80,122.74
FF-SH/15-FP-01,OBSELETE Shoei 15mm I/D & Morgana Fast Fit,0.00,0.00
FF-SH/15-FP,OBSELETE,0.00,91.43
FF-RS-FP-01,"Tri-Creaser Fast Fit to fit Roto-Score 28.58mm or 1 1/8"" sha",1316.40,109.17
FF-ROS/25-FP-DSF-01-B,Tri Creaser Fast Fit Rosback Advance System,0.00,109.17
FF-ROS/25-FP-01-B,Rosback Fast Fit Tri-Creaser,1316.40,93.83
FF-ROS/25-FP-01,Tri-Creaser Fast Fit to fit Rosback 25.43mm shafts,1316.40,107.22
FF-ROS/25-FP,DISCONTUNED  -  Rosback Fast-Fit Tri-Creaser,1316.40,86.45
FF-ROS/25-DSF,Tri Creaser Rosback Advance Female Pack Only,0.00,109.14
FF-RO/25-FP-SV,Tri-Creaser Fast Fit Rollem Narrow Version,1316.40,64.12
FF-RO/25-FP-DSF-01-B,Tri Creaser Fast Fit Rollem Advance System,1747.00,187.72
FF-RO/25-FP-01,Tri-Creaser Fast Fit to fit Rollem 25.43mm shafts,1316.40,112.39
FF-RO/25-FP,DISCONTINUED  -  Rollem Fast-Fit Tri-Creaser with lugs,1316.40,88.30
FF-RO/25-DSF,Tri Creaser Fast Fit  Rollem Advance Female Pack Only,997.00,127.97
FF-PI/27-FIX-01,Tri-Creaser Fast Fit to fit Pierce 27mm shafts,1316.40,92.48
FF-PET/40-FP-DSF-01-B,Tri Creaser Fast Fit Petratto 40mm Advance System,1747.00,100.96
FF-PE/26-FIX-01,WRONG SIZE,0.00,0.00
FF-PC/DM-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,6.18
FF-PC/DM-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28.00,6.65
FF-PC/DM-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,6.19
FF-PC/35-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,3.31
FF-PC/35-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28.00,3.27
FF-PC/35-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,3.42
FF-PC/35,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28.00,3.27
FF-PC/30-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,3.31
FF-PC/30-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28.00,3.27
FF-PC/30-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,3.42
FF-PC/30,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28.00,3.27
FF-PC/25-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,3.31
FF-PC/25-W,Tri-Creaser Fast Fit White Split Plastic Creasing Rib,28.00,3.50
FF-PC/25-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28.00,12.08
FF-PC/25,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28.00,3.27
FF-PC-ZA/40-Y,Nylon Creasing Rib Yellow Setting Zander 2,28.00,6.37
FF-PC-ZA/40-B,Nylon Creasing Rib Blue Setting Zander 2,28.00,6.37
FF-PC-SH/65-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,13.80
FF-PC-SH/55-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,5.32
FF-PC-SH/55-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,5.32
FF-PC-SH/55-ADJ-Y,35/55mm Shoei Yellow Plastic Creaser for Adjustable,28.00,4.32
FF-PC-SH/55-ADJ-B,35/55mm Shoei Blue Plastic Creaser for Adjustable,28.00,4.32
FF-PC-ROS/25-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,9.92
FF-PC-RO/25-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,5.36
FF-PC-RO/25-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28.00,5.36
FF-PC-RO/25-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,5.36
FF-PC-MB/20-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,17.95
FF-PC-MB/20,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28.00,17.95
FF-PC-HO/50-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,8.59
FF-PC-HO/50-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28.00,8.93
FF-PC-HO/50-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,6.09
FF-PC-HO/50,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28.00,7.95
FF-PC-HH/35,Tri-Creaser Fast Fit Black Split Plastic Creasing Rib,28.00,13.50
FF-PC-HH/30-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,12.77
FF-PC-GU/35-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,9.51
FF-PC-GU/35-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28.00,8.52
FF-PC-GU/35-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,8.52
FF-PC-BF/28-Y,Tri-Creaser Fast Fit Yellow Split Plastic Creasing Rib,28.00,6.38
FF-PC-BF/28-R,Tri-Creaser Fast Fit Red Split Plastic Creasing Rib,28.00,6.38
FF-PC-BF/28-B,Tri-Creaser Fast Fit Blue Split Plastic Creasing Rib,28.00,6.31
FF-MU/WEB-FP,Muller Web Press Fast-Fit Tri-Creaser,1316.40,0.00
FF-MF/40-FP-DSF-01-B,Tri-Creaser Fast Fit MBO 40mm Advance System,1747.00,128.28
FF-MF/40-FIX-01,Tri-Creaser Fast Fit to fit MBO 40mm shafts,1316.40,140.72
FF-MF/40-FIX,DISCONTINUED - Fast Fit MBO 40mm with fixed female,1316.40,14.06
FF-MF/40-DSF,Tri Creaser Fast Fit 40mm Advance Female Pack Only,997.00,124.01
FF-MF/30-FP-DSF-01-B,Tri Creaser Fast Fit 30mm Advance System,1747.00,169.00
FF-MF/30-FP-B,OBSELETE,1316.40,98.51
FF-MF/30-FP-02,Tri-Creaser Fast Fit to fit Meccanotecnica 30mm shafts,1316.40,220.86
FF-MF/30-FP-01-B,Fast Fit 30mm Tri-Creaser,1316.40,108.46
FF-MF/30-FP-01,Tri-Creaser Fast Fit to fit MBO 30mm shafts,1316.40,86.66
FF-MF/30-FP,Fast Fit 30mm Tri-Creaser with lugs - DISCONTINUED,1316.40,65.91
FF-MF/30-FIX-6B,MBO 30mm Fast Fit with fixed female 6 settings - DISCONTINUE,1316.40,34.19
FF-MF/30-DSF,Tri Creaser Fast Fit 30mm Advance Female Only Pack,997.00,122.34
FF-MB/20FIX-01,20mm Fast Fit lugless & Fixed female,1316.40,0.00
FF-MB/20-FP-01-B,Fast Fit 20mm Tri Creaser without lugs,1316.40,59.90
FF-MB/20-FP-01,Tri-Creaser Fast Fit to fit MB & GUK 20mm shafts,1316.40,95.63
FF-MB/20-FP,20mm Fast Fit Tri Creaser,1316.40,67.05
FF-MB/20-FIX,20mm MB Fast Fit Tri-Creaser Fixed,1316.40,67.05
FF-MB/20-DSF,Fast Fit MB 20mm Advance System,0.00,141.55
FF-LO-01,Tri-Creaser Fast Fit to fit Longford 45mm Top Shaft & 50.1mm,1316.40,139.44
FF-KON/PC-Y,Kongsberg Yellow Plastic Creaser,0.00,0.00
FF-KON/PC-R,Kongsberg Red Plastic Creaseer,0.00,0.00
FF-KON/PC-BLK,Kongsberg Blue Plastic creaser,0.00,0.00
FF-HO/VP-66-FP,Horizon VP-66 Tri-Creaser Fast Fit (1x Male 1x Female only),1316.40,70.20
FF-HO/65-FP,Tri-Creaser Fast Fit to fit Horizon 29.84mm shafts,1316.40,146.54
FF-HO/50-FP-B,Horizon Fast Fit to fit 20mm exit shafts,1316.40,69.00
FF-HO/50-FP,Tri-Creaser Fast Fit to fit Horizon 20mm shafts,1316.40,86.77
FF-HO/40.2-FP-01,Tri-Creaser Fast Fit to fit Horizon 24.8mm shafts,1316.40,111.68
FF-HO/30-DSF,DO NOT USE THIS CODE,997.00,0.00
FF-HO/20-FP-DSF-01-B,Tri Creaser Fast Fit Horizon 20mm Advance System,1747.00,556.04
FF-HO/20-DSF,Tri Creaser Fast Fit  Horizon 20mm Advance Female Pack Only,997.00,143.21
FF-HH/46-FIX,H&H Fast Fit 35mm I/D 46mm O/D,1316.40,112.33
FF-HH/40-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 40mm shafts,1316.40,119.07
FF-HH/35-FP-DSF-01-B,Tri-Creaser Fast Fit H&H 35mm Advance System,1747.00,178.41
FF-HH/35-FP-01-B,H&H 35mm Fast Fit Poly Band No lugs,1316.40,70.00
FF-HH/35-FP-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 35mm shafts,1316.40,86.38
FF-HH/35-FP,DISCONTINUED - H&H 35mm Fast-Fit Tri-Creaser,1316.40,67.10
FF-HH/35-DSF,Tri Creaser Fast Fit H&H 35mm Advance Female Pack Only,997.00,118.07
FF-HH/30-FIX-3FEM-01,Fast Fit H&H 30mm with3 Fix Single Setting Females,1316.40,118.94
FF-HH/30-FIX-01-B,H&H 30mm Fast Fit with Fixed Female Component,1316.40,70.45
FF-HH/30-FIX-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 30mm shafts,1316.40,56.48
FF-HH/30-FIX,DISCONTINUE H&H 30mm Fast-Fit Tri-Creaser Fixed Female,1316.40,70.70
FF-HH/25-FIX-01-B,Tri-Creaser Fast Fit to fit Herzog and Heymann 25mm shafts,1316.40,74.20
FF-HH/20-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 20mm shafts,656.40,135.25
FF-GW-FP-01-B,Tri-Creaser Fast Fit to fit Graphic Wizard 4.74mm Top Shaft,656.40,146.25
FF-GU/35-FP-X,Discontinued  Wrong Size GUK 35mm Fast Fit,1316.40,0.00
FF-GU/35-FP-DSF-01-B,Tri Creaser Fast Fit GUK 35 Advance System,1747.00,117.08
FF-GU/35-FP-01-B,GUK Fast Fit Tri-Creaser Poly Bands,1316.40,83.26
FF-GU/35-FP-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts,1316.40,171.92
FF-GU/35-FP,DISCONTINUED GUK Fast Fit 35mm,1316.40,69.67
FF-GU/35-FIX-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts with Fixed Femal,1316.40,81.81
FF-GU/35-DSF,Tri Creaser Fast Fit GUK 35m Advance Female Only Pack,997.00,92.97
FF-GA/01-FP-01,"Tri-Creaser Fast Fit to fit Ga-Vehren 25.41mm or 1"" shafts",1316.40,157.74
FF-EC-FP,"Tri-Creaser Fast Fit to fit Econocrease 31.78mm or 1 1/4"" sh",1316.40,129.04
FF-DU/DSF-FP-04,Fast Fit Creasing Device To Fit Duplo DC-746,550.00,21.67
FF-DU/DSF-FP-03,Fast Fit Creasing Device To Fit Duplo DC-618,550.00,0.00
FF-DU/DSF-FP-02,Fast Fit Creasing Device to Fit Duplo DC-745,550.00,81.64
FF-DU/DSF-FP-01,Fast Fit Duplo DC-616,550.00,70.39
FF-DSF/ROS-NY-Y,Tri Creaser Advance Yellow Receiver Ring,42.00,17.09
FF-DSF/ROS-NY-O,Tri Creaser Advance Orange Receiver Ring,42.00,17.96
FF-DSF/ROS-NY-B,Tri Creaser Advance Blue Female Receiver Ring,42.00,16.36
FF-DSF/RO-NY-Y,Tri-Creaser Advance Yellow Female Receiver Ring,42.00,7.20
FF-DSF/RO-NY-R,Tri-Creaser Advance Red Female Receiver Ring,42.00,6.69
FF-DSF/RO-NY-B,Tri-Creaser Advance Blue Female Receiver Ring,42.00,6.65
FF-DSF/PET-40-NY-Y,Petratto 40mm Double Score Female Creasing Ring  Yellow,42.00,15.43
FF-DSF/PET-40-NY-R,Petratto 40mm Double Score Female Creasing Ring. Red,42.00,8.48
FF-DSF/PET-40-NY-B,Petratto 40mm Double Score Female Creasing Ring .Blue,42.00,13.73
FF-DSF/HO-20-NY-Y,Tri-Creaser Advance Yellow Female Receiver Ring,42.00,8.13
FF-DSF/HO-20-NY-R,Tri-Creaser Advance Red Female Receiver Ring,42.00,8.19
