Product Code,Description,Sales Price,Cost Price,Type,Category,Margin %,Gina Pricing,Gina %,Uwe Pricing,Uwe %,New Distributor Price,New Distributor Price %,Last Order Date
TECH447RED,Perf Wheel Holder 3-4127100. Prototype,350,0,consumable,,,,,,,,,
TECH409,Mark Andy Male Mod.,0,136.58,consumable,,,,,,,,,20/05/2011
TECH407R/HBOLT,Right hand  threaded Bolt for Muller spine Creaser 1554,0,14.19,consumable,,,,,,,,,11/03/2022
TECH368,CreaseStream Plus 35mm Full Set (Fixed Female 9 Channels),0,60.81,consumable,,,,,,,,,12/06/2014
TECH358,New Style Fast Fit for MBO 30mm*,0,72.52,consumable,,,,,,,,,01/10/2009
TECH355,New Style Creasing Cassette Holder MBO 30mm,0,69.21,consumable,,,,,,,,,11/10/2021
TECH247R2,Female with blue & orange dot on both sides,0,19.24,consumable,,,,,,,,,04/11/2011
TECH247GR1,Gripper Crease Holder,0,13.92,consumable,,,,,,,,,15/04/2013
TECH224,Extendable Multi-Tool Locking Collars,0,14.51,consumable,,,,,,,,,19/07/2012
TECH049,Dancing Roller Unit,0,392.69,consumable,,,,,,,,,25/11/2011
TECH037,CreaseStream Fixed Unit-Gearing Drive Shaft Auto-Feed MKII,0,53.6,consumable,,,,,,,,,25/11/2011
TC-STA-ST/20-FP,DISCONTINUED - Stahl Standard Tri-Creaser - 20mm I/D,500.4,50.38,consumable,,89.9,,,,,,,03/03/2008
TC-STA-HO/20-FP,OBSELETE,656.4,70,consumable,,89.3,,,,,,,16/02/2007
TC-STA-HH/30-FP,OBSELETE,656.4,60,consumable,,90.9,,,,,,,15/09/2008
TC-STA-EU/01-FP,DISCONTINUED - Eurofold Standard Tri-Creaser,0,50,consumable,,,,,,,,,16/08/2010
TC-ROS-BA-20/FP,DISCONTINUED  -  Rosback De-lux Tri-Creaser - 25mm I/D,656.4,75.51,consumable,,88.5,,,,,,,21/10/2015
TC-DEL-PE/26-FP,DISCONTINUED  -  To Fit Pierce Creasing Unit,656.4,94.69,consumable,,85.6,,,,,,,15/03/2013
TC-25-BR,Female Bearing Tri-Creaser Component - 25mm I/D,331.2,30,consumable,,90.9,,,,,,,18/02/2010
SPYDER,Web cassette creasing unit w/ 2x creasing tools 25mm shaft,7000,0,consumable,,,,,,,,,15/01/2025
SHOEI-55/ADJ,Shoei 35/55 3mm Spine Creaser Adjustable,0,12.99,consumable,,,,,,,,,22/09/2009
SHIM-SP/PACK,Shim Washers Pack,2.5,12.49,consumable,,-399.6,,,,,,,15/07/2025
SHC-CSJ-ADJ/30-FP,OBSELETE - Spine & Hinge Creaser for 30mm CSJ,0,220.66,consumable,,,,,,,,,28/06/2012
SHC-ADJ/04-FE-WI,35mm Adjustable S&H Female Rings widest settings,0,66.18,consumable,,,,,,,,,09/02/2016
SHC-ADJ/04-FE-O/BX2,35mm Adjustable S&H Female Rings with2X Orange/Blue Channels,0,19.24,consumable,,,,,,,,,16/12/2016
SC-MU/ADJ-MC,Muller Adjustable Male Component with Gripper band,275,0,consumable,,,,,,,,,30/05/2019
SC-MU/ADJ-FC,Muller Adjustable Female Component without gripper bands,275,0,consumable,,,,,,,,,04/07/2019
SC-HD-04/S&W,USE CODE ABOVE SC-HD-04/CLIP,0,0.83,consumable,,,,,,,,,25/09/2014
QC-MU/VA-FP-03,Quad Creaser for Muller VareoBinder 30mm,0,235.64,consumable,,,,,,,,,30/08/2024
QC-MU/TRE-FP-8,OBSELETE  -  Muller Trend Binder with 8mm Hinge,0,798.88,consumable,,,,,,,,,06/08/2010
QC-DEL-MPB/30-FP-5-HINGE,6mm Muller Perfect Binder Female Hinge Component,158.4,0.5,consumable,,99.7,,,,,,,03/04/2009
QC-DEL-MPB/30-FP-3,OBSELETE  -  Muller Binder 30 mm - 4 sets code 3,0,96,consumable,,,,,,,,,31/03/2006
QC-DEL-MPB/30-FP,OBSELETE  -  Muller Perfect Binder Quad-Creaser - 30mm I/D,0,80,consumable,,,,,,,,,23/03/2007
QC-DEL-KB/26-FP-6-FEM,Kolbus 26mm Quad-Creaser Female-Half Collar Component.,110,0,consumable,,,,,,,,,16/04/2018
QC-DEL-KB/114-FP-9,Kolbus 114mm O/D Quad-Creaser with Fixed 9mm Hinge,0,0,consumable,,,,,,,,,16/11/2021
QC-CSM/PC,Black Nylon Rib for CreaseStream Mini SHC,0,5.19,consumable,,,,,,,,,06/06/2025
QC-CSM/25-FP-6,CreaseStream Mini Spine & Hinge Creaser,550,59.57,consumable,,89.2,,,,,,,14/10/2024
QC-BOX,OBSOLETE Quad Creaser Box,0,0,consumable,,,,,,,,,28/07/2014
QC-BI-PC/W,(WRONG CODE DO NOT USE),10,0,consumable,,,,,,,,,25/03/2025
QC-BI-PC,(WRONG CODE DO NOT USE),10,0,consumable,,,,,,,,,25/03/2025
QC-02,OBSELETE  -  Quad-Creaser 36mm DCM,0,80,consumable,,,,,,,,,02/06/2008
QC-01,OBSELETE,0,75,consumable,,,,,,,,,08/05/2006
PROTO-PD-35-002,Prototype Micro-Perforator with Tight Bore 35.001/2mm,0,0,consumable,,,,,,,,,28/07/2006
PROT0-MT-35-002,OBSELETE,0,0,consumable,,,,,,,,,28/07/2006
PD-ROS-BA/25-FP,DISCONTINUED CODE Micro-Perforator - Rosback,0,107.55,consumable,,,,,,,,,03/01/2013
PD-PAL/MAILER-FP,DISCONTINUED Palamides Mailer Stop Micro-Perforator,0,32.06,consumable,,,,,,,,,11/07/2016
PD-NY/SL-MOR,Do not use this code,42,8.09,consumable,,80.7,,,,,,,26/06/2014
PD-NY/SL-HO-USA,DISCONTINUED Micro-Perf 20mm Horizon Black - USA (51.20mm),42,4.78,consumable,,88.6,,,,,,,27/03/2013
PD-NY/SL-HO-B-USA,DISCONTINUED Micro-Perf  - 20mm Horizon Blue - USA (,42,8.78,consumable,,79.1,,,,,,,27/03/2013
PD-NSH/GU,Micro Perf Nylon Sleeve Holder  for GUK 35mm,201.6,0,consumable,,,,,,,,,16/01/2018
PD-NSH/35,Micro Perf Nylon Sleeve Holder 35mm,201.6,30.73,consumable,,84.8,,,,,,,29/10/2021
PD-NSH/25,Micro Perf Nylon Sleeve Holder 25mm,201.6,0,consumable,,,,,,,,,12/10/2018
PD-DEL-MORGANA,DO NOT USE Morgana Perforator,0,0,consumable,,,,,,,,,23/05/2014
PD-BH/K,42461202  Blade Holder Assembly. Kongsberg,179,65.71,consumable,,63.3,,,,,,,19/06/2025
PD-BH-ST/25,Micro Perforator  Blade Holder- 25mm,340.8,0,consumable,,,,,,,,,15/08/2022
PD-BH-SM/35,Micro-Perforator Blade Holder - 35mm,340.8,31.2,consumable,,90.8,,,,,,,28/04/2023
PD-BH-MF/30,Micro Perforator Blade Holder-30mm,340.8,0,consumable,,,,,,,,,01/02/2022
PD-BH-DM/30,Micro-Perforator Blade Holder Dick Moll 30mm,340.8,56.93,consumable,,83.3,,,,,,,14/03/2017
MU-STEEL-TAPE,Steel Tape 0.10mm (10m) for Muller Perf,12.5,5.71,consumable,,54.3,,,,,,,26/07/2010
MT-SC-COLL-02/35,Multi Toll End Screw Collar 35mm,70.8,0,consumable,,,,,,,,,04/10/2018
MT-NSH-03/25,OBSELETE,0,25.31,consumable,,,,,,,,,16/10/2008
MT-NSH-02/35,OBSELETE,0,30.16,consumable,,,,,,,,,12/07/2006
MT-CR/35-CAS,DISCONTINUED - Multi-Tool 35mm Creasing Cass Floating Female,0,66.81,consumable,,,,,,,,,02/03/2012
MT-CR/25-CAS,DISCONTINUED - Multi-Tool 25mm Creasing Cassette,0,47.07,consumable,,,,,,,,,22/07/2009
MT-02/PERF-ATT,35mm Multi-Tool Micro Perf Attachment,577.2,66.69,consumable,,88.4,,,,,,,23/05/2017
MT-02/CAS/PERF-OPTION-1,OBSELETE,0,96.28,consumable,,,,,,,,,16/10/2007
MT-02/35.002-PERF-1,OBSELETE,0,0,consumable,,,,,,,,,17/04/2007
MT-02/35.002-CUTTING-2,OBSELETE,0,0,consumable,,,,,,,,,31/05/2007
MPB-8/CSP,8 tpi Micro-Perf Blade 57.95 x 42 x 1.6,0,9.95,consumable,,,,,,,,,18/04/2011
MPB-52/CSP,52 tpi Micro-Perf Blade for CSP,0,9.95,consumable,,,,,,,,,18/04/2011
MPB-40/CSP,40 tpi Micro-Perf Blade 57.70 x 42 x 1.6,0,9.95,consumable,,,,,,,,,18/04/2011
MPB-25/CSP,25 tpi Micro-Perf Blade 57.70 x 42 x 1.6,0,9.95,consumable,,,,,,,,,18/04/2011
MOULD-98BLK,Black HH/30mm Creasing Rib,0,0,consumable,,,,,,,,,02/09/2019
MOULD-19,OBSELETE,0,0,consumable,,,,,,,,,08/05/2006
MOULD-186,Horizon DSF Pink Male,0,0,consumable,,,,,,,,,29/11/2024
MOULD-183,Black Split Gripper Crease,0,0,consumable,,,,,,,,,16/01/2025
MOULD-164-25MM,Tri-Creaser Fast Fit Black Split Gripper Crease,0,1.09,consumable,,,,,,,,,17/01/2025
MOULD-139B-SB,OBSELETE,0,2.75,consumable,,,,,,,,,27/06/2013
MOULD-138B-SB,OBSELETE,0,2.75,consumable,,,,,,,,,27/06/2013
MOULD-137B-SB,OBSELETE,0,2.75,consumable,,,,,,,,,27/06/2013
MALE-RS/28.59,Male Fast Fit for Roto Score,540,34.24,consumable,,93.7,,,,,,,18/12/2019
MALE-RO/25,Male Fast Fit Rollem,540,56.2,consumable,,89.6,,,,,,,16/12/2020
MALE-MU/ADJ,Male only Muller Adjustable S/C,275,32.95,consumable,,88,,,,,,,29/06/2022
MALE-MB/20,MB 20mm Fast Fit No Lugs Male Only,0,0,consumable,,,,,,,,,27/03/2025
MALE-HH/46,Male Component FF-HH/46-FIX,540,0,consumable,,,,,,,,,06/06/2016
MALE-HH/35,Male Component for FF-HH/35-FP-01,540,85,consumable,,84.3,,,,,,,15/07/2024
MALE-GUK/35,Male Component for FF-GU/35-FP-01,540,39.99,consumable,,92.6,,,,,,,22/06/2020
MALE-EF-BF/28,Easy Fit Male for Large Baum,540,0,consumable,,,,,,,,,22/01/2021
MALE-35/FP,Male component for Lugged fast Fit. FF-SM/35-FP,540,85,consumable,,84.3,,,,,,,06/12/2021
MALE-35,35mm MBO/Stahl Fast Fit,540,55.28,consumable,,89.8,,,,,,,30/10/2024
MALE-30/MT-01,Male Split Rib Holder for Multi-Tool. Non Lugged,0,0,consumable,,,,,,,,,24/03/2023
MALE-30-FP,Male component for lugged Fast Fit,540,85,consumable,,84.3,,,,,,,02/06/2014
MALE-30,Male 30mm MBO Fast Fit. Non lugged,540,46.66,consumable,,91.4,,,,,,,07/10/2022
MALE-25/FF-LG,Fast Fit Male 25mm Lugged,540,0,consumable,,,,,,,,,05/11/2021
MALE-25,Male 25mm Stahl Fast Fit,540,41.16,consumable,,92.4,,,,,,,09/12/2021
M6X4.2MMSCREW,M6 x 4.2mm Screw,7.5,0,consumable,,,,,,,,,21/01/2025
M/F-TRI-WEB,Male/Female Tri-Web 02 Component,540,0,consumable,,,,,,,,,22/01/2015
KC-CR-36,Kiss Cutting Device Counter Roller,150,0,consumable,,,,,,,,,16/03/2022
KC-02-36,36mm Double Kiss-Cutting Unit,434.4,26.52,consumable,,93.9,,,,,,,30/08/2007
GB-ST/25-FP-FE,Female Only without Grippers 25mm Support Roller,46.8,15.84,consumable,,66.2,,,,,,,08/11/2018
G3382,Small Printed Carton,0,0.76,consumable,,,,,,,,,28/07/2025
G243,Multi-Tool Printed Carton,0,1.5,consumable,,,,,,,,,16/09/2022
G1022-HANDLE,Integra 5 - plastic handle for boxes,0,0.06,consumable,,,,,,,,,17/03/2023
G1022,ST-350 & Muller Adjustable Large Printed Carton,0,1.92,consumable,,,,,,,,,17/03/2023
FF-VID-CARD,Tri-Creaser Fast Fit Video Instruction Guide,0,0,consumable,,,,,,,,,17/04/2019
FF-SH/15-FP-PACK,OBSELETE - Morgana Fast Fit with support Rollers,0,115.86,consumable,,,,,,,,,11/01/2013
FF-SH/15-FP,OBSELETE,0,91.43,consumable,,,,,,,,,21/08/2012
FF-MB/20-DSF,Fast Fit MB 20mm Advance System,0,141.55,consumable,,,,,,,,,23/11/2023
FF-HO/30-DSF,DO NOT USE THIS CODE,997,0,consumable,,,,,,,,,11/02/2016
FF-DU/DSF-FP-04,Fast Fit Creasing Device To Fit Duplo DC-746,550,21.67,consumable,,96.1,,,,,,,31/07/2025
FF-DEL/KON-CR,Kongsberg Creasing Tool,0,20.88,consumable,,,,,,,,,23/08/2013
FEMALE-SC-HOR/25,Female for Horizon Spine Creaser 25mm,600,0,consumable,,,,,,,,,15/05/2023
FEMALE-MU/ADJ,Female only for Muller Adjustable S/C,96,0,consumable,,,,,,,,,29/07/2014
FEMALE-MB-20-FIX/OC,MB 20mm Fixed Female Orange Channels Only,600,1.7,consumable,,99.7,,,,,,,27/03/2025
FEMALE-CP-AP/35-Y,Female for CP Applicator 35mm Yellow,72,10.64,consumable,,85.2,,,,,,,04/04/2018
FEMALE-CP-AP/35-O,Female for CP-Applicator 35mm Orange,72,10.64,consumable,,85.2,,,,,,,23/11/2022
FEMALE-CP-AP/35-B,Female for CP Applicator 35mm Blue,72,10.64,consumable,,85.2,,,,,,,20/11/2015
FEMALE-BOSS/36,Female Boss Unit 36mm Exit Shaft. O/D 58mm,0,0,consumable,,,,,,,,,28/05/2014
FEMALE-35/OB,Female 35mm Orange/Blue Channels Olnly,600,84.44,consumable,,85.9,,,,,,,10/02/2025
EX-TC-DEL-SM/35-FP,Ex-Demo Stahl/MBO De-lux Tri Creaser 35mm I/D,450,0,consumable,,,,,,,,,12/07/2019
EX-QC-03,Ex Demo Easy Fit Tri Creaser 36mm I/D,550,0,consumable,,,,,,,,,10/03/2022
EX-PD-DEL-SM/35-FP,Ex Demo 35 mm Microperforator,0,0,consumable,,,,,,,,,07/03/2022
EX-MT-04/PERF-OPTION-1,EX Demo Multi-Tool 30mm Perforation Option 1,500,0,consumable,,,,,,,,,11/10/2021
EX-MT-02/CUTTING.OPTION2,Ex Demo Multi-Tool 35mm Cutting Option 2,500,0,consumable,,,,,,,,,13/09/2019
EX-FF-ST/25-FP-DSF-01-B,Ex Demo Fast Fit 25mm Advance System,0,0,consumable,,,,,,,,,24/09/2024
EX-FF-ST/25-FP-01,Ex Demo Fast Fit 25mm Tri Creaser,700,0,consumable,,,,,,,,,06/08/2019
EX-FF-SM/35-FP-01,Ex Demo Fast Fit 35mm tri Creaser,700,0,consumable,,,,,,,,,16/03/2020
EX-FF-MF/30-FP-01,Ex Demo Fast Fit 30mm Tri Creaser,700,0,consumable,,,,,,,,,10/03/2021
EX-FF-MF/30-DSF-01,Ex Demo Fast Fit 30mm Advance System,750,0,consumable,,,,,,,,,19/02/2020
EX-EF-HO/50-FP,Ex Demo Easy Fit Tri Creaser 50mm O/D,550,0,consumable,,,,,,,,,19/11/2021
EX-CSM/25-MP,Ex Demo CSM Perf Tool,0,100,consumable,,,,,,,,,26/07/2023
EX-CSM/25-FF-DS,Ex-Demo CSM Tri-Creaser Fast Fit,350,0,consumable,,,,,,,,,07/10/2024
EX-CC-MU-01,Ex Demo Tech-ni-Cover Tri Creaser for Muller,750,0,consumable,,,,,,,,,27/06/2019
EP9300,58mm Shallow Foam,0,2.08,consumable,,,,,,,,,11/12/2020
EP001042,35mm Multi-Tool Combo/CP-Applicator Foam,0,8.58,consumable,,,,,,,,,17/03/2023
EP000954,44mm Deep Foam (EP12878 Revised),0,2.77,consumable,,,,,,,,,11/10/2022
EP000874,Muller Adjustable 8 Creaser 295 x 245 x 55,0,11.02,consumable,,,,,,,,,29/01/2018
EP00004725/1,LD18 Black Spine Creaser 300 x 250 x 55,0,6.18,consumable,,,,,,,,,16/03/2016
EP00002414,Muller Double Wheel Cover Feeder Foam,0,3.59,consumable,,,,,,,,,03/07/2014
EP00001158,58mm Deep Foam (EP12877 Revised),0,2.55,consumable,,,,,,,,,17/12/2020
EF-35/FIX-FE,35mm Easy-Fit Fixed Female Component,495,40.3,consumable,,91.9,,,,,,,16/10/2007
DEMO-UNIT-L,Large Demo Roller Rigs,0,421.25,consumable,,,,,,,,,28/09/2009
DC-JAB-SC/01-FP,DISCONTINUED - Digi-Creaser for Jab Machine,596.4,43.71,consumable,,92.7,,,,,,,22/12/2011
CSP/35-HOLDER,Creasing Rib/Nylon Sleeve Holder,550,36.3,consumable,,93.4,,,,,,,30/05/2012
CSP/35-FE-PACK,Creasing Female & Ribs (bearing),650,54.45,consumable,,91.6,,,,,,,31/01/2017
CSP/35-CT,CreaseStream Plus Cutting Tool 35mm,200,100,consumable,,50,,,,,,,23/11/2022
CSP/35-BH-PACK,"Blade Holder, Micro-Perforator Blades & Nylon Sleeves 35mm",450,89.65,consumable,,80.1,,,,,,,30/05/2012
CSP-SGB,CSP - Short Gear Belt T5x350 70Teeth,40,1,consumable,,97.5,,,,,,,10/10/2023
CSP-PACK,CreaseStream Plus Tooling Pack,0,341.55,consumable,,,,,,,,,30/03/2012
CSM/TOWERSCRE,CSM - -Tower Fixing Screw AF/QF 59349479,2,0.79,consumable,,60.5,,,,,,,08/02/2024
CSM/SM59349977,CSM - Paper Feed Smoother for Auto and Quick Feed,10,3.62,consumable,,63.8,,,,,,,10/07/2024
CSM/SLAY,CSM - Magnetic Side Lay Guide 59349951,32.5,11.3,consumable,,65.2,,,,,,,28/03/2025
CSM/SIDESTOP,CSM - Magnetic Side Stop,16.5,6.71,consumable,,59.3,,,,,,,01/10/2024
CSM/SBAR,CSM - Magnetic Support Bar,10,3.62,consumable,,63.8,,,,,,,12/10/2023
CSM/RSLAY-ADJ,CSM-MKII  Adjustable Magnetic Side Lay Right,100,36.41,consumable,,63.6,,,,,,,25/07/2025
CSM/RSLAY-96-41,CSM-MKII Adjustable Side Lay Right,140,56.51,consumable,,59.6,,,,,,,22/07/2025
CSM/LSLAY-FIXED,CSM-MKII Fixed Side Lay Left,100,36.41,consumable,,63.6,,,,,,,25/07/2025
CSM/LSLAY-96-41,CSM-MKII Adjustable Side Lay Guide Left,140,56.51,consumable,,59.6,,,,,,,22/07/2025
CSM/HANDLE,CSM - CreaseStream Mini Handle Product,22,8.69,consumable,,60.5,,,,,,,25/01/2024
CSM/ENDSTOP,CSM - Magnetic End Stop,35,14.31,consumable,,59.1,,,,,,,01/10/2024
CSM/25-MP,CSM - CreaseStream Micro Perforation Device,400,111.55,consumable,,72.1,,,,,,,02/06/2025
CSM/25-HOLDER,Creasing Rib/Nylon Sleeve Holder for Mini,120,34.88,consumable,,70.9,,,,,,,11/10/2022
CSM/25-GB-TOP,CSM-CreaseStream Gripper Boss (Top Only),57.5,18.95,consumable,,67,,,,,,,06/11/2023
CSM/25-FE-PACK-DSF,Double Score Female ribs & Nylon Females,300,86.95,consumable,,71,,,,,,,27/09/2023
CSM/25-FE-PACK,Creasing Female & Ribs for Mini Obsolete,280,32.45,consumable,,88.4,,,,,,,12/01/2016
CSM/25-FE-HOLD,CSM - Female Holder DSF,127,1,consumable,,99.2,,,,,,,23/01/2025
CSM/25-DSF-PACK,CSM Double Score Female Pack,0,249.85,consumable,,,,,,,,,14/03/2023
CSM/25-CT,CSM - Single Cutting Tool 25mm,332,73.61,consumable,,77.8,,,,,,,11/11/2024
CSM/25-BH-PACK,"CSM Blade Holder, Micro-Perf Blade & Nylon",280,66.85,consumable,,76.1,,,,,,,25/06/2025
CSM/25-BH,Creasestream mini Blade Holder Only 25mm,215,34,consumable,,84.2,,,,,,,30/06/2022
CSM-SHC-PACK,CreaseStream Mini SHC Tool Pack,0,173.25,consumable,,,,,,,,,13/03/2013
CSM-SHC,CreaseStream Mini Spine & Hinge Creaser Machine,1700,546.92,consumable,,67.8,,,,,,,05/04/2011
CSM-QF-DC/DSF,CSM-CreaseStream Mini Quick Feed,2997,1642.22,consumable,,45.2,,,,,,,25/02/2025
CSM-QF-CP/DSF,CSM-CreaseStream Mini Quick-Feed MKII-CP-Double-Score Female,2997,1335.41,consumable,,55.4,,,,,,,18/06/2024
CSM-ORING,CSM - O-RING,6.1,2.2,consumable,,63.9,,,,,,,07/01/2026
CSM-LCBEARING,CSM-Ball Bearing for Locking Collar,1,0.1,consumable,,90,,,,,,,07/01/2026
CSM-FEEDER13,CSM-Feeder Green Rubber Strip 13Deg.,300,217.66,consumable,,27.4,,,,,,,10/02/2025
CSM-DELTRAY,CSM - Delivery Tray for CreaseStream Mini,55,22.36,consumable,,59.3,,,,,,,22/04/2025
CSM-DC-PACK,CreaseStream Mini DC Tool Pack-OBSOLETE,0,174.46,consumable,,,,,,,,,12/10/2016
CSM-DC,CreaseStream Mini Double Crease Machine,1700,655.46,consumable,,61.4,,,,,,,10/03/2011
CSM-CP-PACK,CreaseStream Mini CP Tool Pack OBSOLETE,0,151.28,consumable,,,,,,,,,05/11/2019
CSM-AFGEAR/SHCOLL,CSM-Autofeed MKII Gearing Shaft Collar,16.65,6.87,consumable,,58.7,,,,,,,
CSM-AF-TS,CSM - Transformer Socket for Auto-Feed,8,1.46,consumable,,81.8,,,,,,,11/12/2025
CSM-AF-ON/OFF,CSM-Autofeed On/Off Switch,4.5,1.66,consumable,,63.1,,,,,,,20/03/2025
CSM-AF-LSW,CSM-Autofeed Assembled Left Cover,98,40.13,consumable,,59.1,,,,,,,22/03/2024
CSM-AF-ELBOARD,CSM - Auto-Feed Programmed Electronic Board,189,84.61,consumable,,55.2,,,,,,,18/02/2025
CSM-AF-DOGAMO,CSM - Doga DC Motor for Auto-Feed,463,179.76,consumable,,61.2,,,,,,,02/01/2025
CSM-AF-DC/DSF,CreaseStream Auto Feed MkII - DC - Double Score Female,4697,2012.99,consumable,,57.1,,,,,,,08/12/2025
CSM-AF-CP/DSF,CreaseStream Auto Feed MkII - CP - Double Score Female,4697,0,consumable,,,,,,,,,26/03/2025
CSM-AF-ACC/LC42,CSM-Locking Collar for Accelerator Shaft,3.7,1.53,consumable,,58.6,,,,,,,
CSM-ADAPT24V,CSM - Electrical Transformer Adaptor for,75,30.47,consumable,,59.4,,,,,,,23/10/2023
CSJ/30-HOLDER,Creasing Rib/Nylon Sleeve Holder,350,21.1,consumable,,94,,,,,,,22/07/2025
CSJ/30-FE-PACK,Creasing Female & Ribs,350,35.66,consumable,,89.8,,,,,,,08/10/2021
CSJ/30-BH-PACK,"Blade Holder, Micro-Perforator Blades & Nylon Sleeves",400,81.03,consumable,,79.7,,,,,,,22/07/2025
CSJ-US,CreaseStream Junior Machine -US-OBSOLETE,3847,1158.79,consumable,,69.9,,,,,,,24/02/2011
CSJ-TOPWASTE,CSJ - Top Micro-Perf Stripper for Junior,10,1.5,consumable,,85,,,,,,,24/11/2025
CSJ-SMOOTHER,CSJ - Paper Feed Smoother for Junior,10,3.62,consumable,,63.8,,,,,,,08/05/2024
CSJ-PCBOARD,CSJ-Switch Board CreaseStream Junior,109.65,45.3,consumable,,58.7,,,,,,,
CSJ-PACK,OBSOLETE,0,177.65,consumable,,,,,,,,,23/03/2012
CSJ-DHTD-5M-305,CSJ-Toothed Drive Belt-Junior,11,4.22,consumable,,61.6,,,,,,,
CSJ-BOTTOMWASTE,CSJ-Bottom Micro-Perf Stripper for Junior,10,1.5,consumable,,85,,,,,,,
CSJ-1345302180,CSJ-CreaseStream-Junior Button Start/Stop,37,12.82,consumable,,65.4,,,,,,,
CSJ,CreaseStream Junior Machine OBSOLETE,3747,1042.84,consumable,,72.2,,,,,,,10/03/2011
CSCC/SIDELAY,CSCC-Magnetic Side Lay Guide,24,0,consumable,,,,,,,,,26/06/2023
CSCC/HANDLE,CS-Card Creaser Drive Handle,22,0,consumable,,,,,,,,,
CSCC-SHC-DSF,Creasestream Cardcreaser Spine & Hinge DSF CreaserFULL KIT,400,234,consumable,,41.5,,,,,,,03/08/2020
CSCC-MP-PACK,Creasestream Cardcreaser Micro Perf Pack,0,17.68,consumable,,,,,,,,,26/10/2022
CSCC-MP,Creasestream Cardcreaser Micro Perf,147,95.19,consumable,,35.2,,,,,,,16/10/2025
CSCC-HGW/SCREW,CSCC-Card Creaser Srew for Handle Gear Whheel,0,0,consumable,,,,,,,,,
CSCC-HGW,CSCC-Card Creaser Handle Gear Wheel,0,0,consumable,,,,,,,,,
CSCC-FF-DSF,Fast-Fit Creasing Device for Card Creaser,147,83.47,consumable,,43.2,,,,,,,16/01/2026
CSCC-FE-PACK,Creasestream Card Creaser Female Pack,0,82.22,consumable,,,,,,,,,19/10/2022
CSCC-DSF/SHC-NY-B,OBSOLETE,42,9.03,consumable,,78.5,,,,,,,16/01/2023
CSCC-DS,CSCC-Card Creaser- Driving-Shaft-Steel,106,46.32,consumable,,56.3,,,,,,,
CSCC-CT-PACK,Card Creaser Cutting Pack,27.78,24.16,consumable,,13,,,,,,,26/10/2022
CSCC-CT,Card Creaser Cutting Tool,147,52.08,consumable,,64.6,,,,,,,11/11/2024
CSCC-COLLAR-T,CS-Card Creaser Support Collar Top,22,9.09,consumable,,58.7,,,,,,,14/11/2025
CSCC-COLLAR-B,CS Card Creaser Support Collar-Bottom,18.7,6.74,consumable,,64,,,,,,,14/11/2025
CSCC-BS,CSCC-Card Creaser Bottom Shaft-Steel,99.5,43.6,consumable,,56.2,,,,,,,
CS-TABLE/WHEEL,CSM- Wheel for CreaseStream Table,15,1,consumable,,93.3,,,,,,,
CS-TABLE-EXT,Top Extension for CS Mobile Table,0,85.86,consumable,,,,,,,,,
CS-TABLE,CSM-Table for CSM  MKII,275,251,consumable,,8.7,,,,,,,19/09/2024
CS-KNOB,CSM - Fixing Knob for Mini Receiving Tray,2,1,consumable,,50,,,,,,,
CS-CF-LAY,CS-CreaseStream Card Folder Magnetic Side Lay,0,0,consumable,,,,,,,,,
CS-CF-CGT/USA,CardFolder Crease Guide Templates x12,57.97,1,consumable,,98.3,,,,,,,
CS-CF-CGT,CardFolder Crease Guide Templates x12,57.97,1,consumable,,98.3,,,,,,,
CS-CF-BATCHCOU,CS-Cardfolder Batch Counter,1500,975,consumable,,35,,,,,,,18/12/2024
CS-CARDFOLDER,CreaseStream CardFolder 360 with Mobile Table and Extension,7600,3831,consumable,,49.6,,,,,,,18/12/2024
CS-APLUS-PER-ST,CS-Auto-Plus Perf Stripper & Smoother,15,6.04,consumable,,59.7,,,,,,,03/08/2023
CS-AP-TABLE,CS-Auto-Plus-Mobile Table,400,368.44,consumable,,7.9,,,,,,,10/06/2024
CS-ALLEN-4MM,CreaseStream - 4mm T-Bar Ball End,10,1,consumable,,90,,,,,,,25/09/2023
CS-AF-HSR-R,CS-Autoplus High Side Rail-Right,101,43.05,consumable,,57.4,,,,,,,
CS-AF-HSR-L,CS-Autoplus High Side Rail-Left,101,43.05,consumable,,57.4,,,,,,,
CP-NSH/35,Nylon Sleeve Holder & screws for 35mm CP Applicator,128.4,0,consumable,,,,,,,,,17/07/2024
CP-NSH/30-HH,Nylon Sleeve Holder & Screws for HH/30 CP Applicator,128.4,0,consumable,,,,,,,,,22/06/2015
CP-NSH/30,Nylon Sleeve Holder and Screws for 30mm CP Applicator,0,0,consumable,,,,,,,,,
CP-NSH/25,Nylon Sleeve Holder & screws for 25mm CP Applicator,128.4,103,consumable,,19.8,,,,,,,
CP-AP-NSH/30-BLACK,30mm Black Only Nylon Sleeve Holder,168,34.26,consumable,,79.6,,,,,,,
CP-AP-NSH/25-BLACK,25mm Black Only Nylon Sleeve & Holder,168,0,consumable,,,,,,,,,28/01/2020
CP-AP-NSH-HO/65,65mm O/D Horizon Multi Tool Nylon Sleeve Holders,0,390.97,consumable,,,,,,,,,
CP-AP-NSH-HO/20-USA,DO NOT USE THIS CODE Special US Horizon CP-Applicator Nylon,336,69.61,consumable,,79.3,,,,,,,
CP-AP-FL-GH/35,Upper Gripper Crease Holder 35mm,0,12.23,consumable,,,,,,,,,15/12/2017
