Action Required,Product Code,Description,New Sales Price,Cost Price,Full Price Margin %,, ,New Distributor Price,Cost Price ,Distributor Margin %,  ,   ,Type,Category,    ,Distributor %
NEEDS PRICING,CSM/25-FF-DSF,Tri Creaser Fast Fit Creasing Device (double score female),550,139.17,74.7,,,,139.17,,,,tool,Fast-Fit Tri-Creaser,,
,FF-SH/15-FP-01-B,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,751.67,122.74,83.7,,,451,122.74,72.8,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HH/20-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 20mm shafts,751.67,135.25,82,,,451,135.25,70,,,tool,Fast-Fit Tri-Creaser,,60
,FF-GW-FP-01-B,Tri-Creaser Fast Fit to fit Graphic Wizard 4.74mm Top Shaft,751.67,146.25,80.5,,,451,146.25,67.6,,,tool,Fast-Fit Tri-Creaser,,60
,FF-STA-ST/25-FIX,25mm Standard Fast-Fit Tri-Creaser,878.4,84.57,90.4,,,527.04,84.57,84,,,tool,Fast-Fit Tri-Creaser,,60
,FF-STA-SM/35-FIX,35mm Standard Fast-Fit Tri-Creaser,878.4,89.88,89.8,,,527.04,89.88,82.9,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-STA-MF/30-FIX,30mm Standard Fast-Fit Tri-Creaser. DISCONTINUED,878.4,87.51,90,,,,87.51,,,,tool,Fast-Fit Tri-Creaser,,
,PD-DEL-MO/15-FP-PACK,Standard Micro-Perforator to fit Morgana & Shoei 15mm shafts,898.33,401.9,55.3,,,539,401.9,25.4,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SH/15-FP-01-B-PACK,Tri-Creaser Fast Fit to fit Morgana & Shoei 15mm shafts,898.33,132.28,85.3,,,539,132.28,75.5,,,tool,Fast-Fit Tri-Creaser,,60
,FF-ST/25-DSF,Tri Creaser Fast Fit 25mm Advance Female Only Pack,997,112.25,88.7,,,598.2,112.25,81.2,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-SM/35-LG-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,997,179.06,82,,,,179.06,,,,tool,Fast-Fit Tri-Creaser,,
,FF-SM/35-DSF,Tri Creaser Fast Fit 35mm Advance Female Only Pack,997,68.68,93.1,,,598.2,68.68,88.5,,,tool,Fast-Fit Tri-Creaser,,60
,FF-RO/25-DSF,Tri Creaser Fast Fit  Rollem Advance Female Pack Only,997,127.97,87.2,,,598.2,127.97,78.6,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-MF/40-DSF,Tri Creaser Fast Fit 40mm Advance Female Pack Only,997,124.01,87.6,,,,124.01,,,,tool,Fast-Fit Tri-Creaser,,
,FF-MF/30-DSF,Tri Creaser Fast Fit 30mm Advance Female Only Pack,997,122.34,87.7,,,598.2,122.34,79.5,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HO/20-DSF,Tri Creaser Fast Fit  Horizon 20mm Advance Female Pack Only,997,143.21,85.6,,,598.2,143.21,76.1,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HH/35-DSF,Tri Creaser Fast Fit H&H 35mm Advance Female Pack Only,997,118.07,88.2,,,598.2,118.07,80.3,,,tool,Fast-Fit Tri-Creaser,,60
,FF-GU/35-DSF,Tri Creaser Fast Fit GUK 35m Advance Female Only Pack,997,92.97,90.7,,,598.2,92.97,84.5,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,CSJ-PRO/30-FF,Tri-Creaser Fast Fit Creasing Device for Pro,1097,95.73,91.3,,,,95.73,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-BF/22-ECO,Fast Fit Baum 22.24 Exit Shaft. DISCONTINUED,1196.4,61.36,94.9,,,,61.36,,,,tool,Fast-Fit Tri-Creaser,,
,FF-SMY/30-FP-01,Tri-Creaser Fast Fit to fit Smyth 30mm shafts,1316,191.67,85.4,,,789.6,191.67,75.7,,,tool,Fast-Fit Tri-Creaser,,60
,FF-ZA/40-FP,Zander 2 Tri-Creaser,1316.4,170.24,87.1,,,789.84,170.24,78.4,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-ST/25-FP-B,OBSELETE,1316.4,77.94,94.1,,,,77.94,,,,tool,Fast-Fit Tri-Creaser,,
,FF-ST/25-FP-01-B,Fast Fit 25mm Tri-Creaser,1316.4,76.95,94.2,,,789.84,76.95,90.3,,,tool,Fast-Fit Tri-Creaser,,60
,FF-ST/25-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts,1316.4,77.78,94.1,,,789.84,77.78,90.2,,,tool,Fast-Fit Tri-Creaser,,60
,FF-ST/25-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg 25mm shafts Lug,1316.4,116.47,91.2,,,789.84,116.47,85.3,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-ST/25-FIX-B,OBSELETE,1316.4,92.21,93,,,,92.21,,,,tool,Fast-Fit Tri-Creaser,,
,FF-ST/25-FIX-01-B,Fast Fit 25mm Tri-Creaser with Fixed Female,1316.4,92.37,93,,,789.84,92.37,88.3,,,tool,Fast-Fit Tri-Creaser,,60
,FF-ST/25-FIX-01,Tri-Creaser Fast Fit to fit Stahl 25mm Fixed Female,1316.4,75.87,94.2,,,789.84,75.87,90.4,,,tool,Fast-Fit Tri-Creaser,,60
,FF-ST/25-FIX,Fast Fit 25mm Tri-Creaser with lugs (fixed),1316.4,15.98,98.8,,,789.84,15.98,98,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-SM/35-FP-B,OBSELETE,1316.4,68.66,94.8,,,,68.66,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-SM/35-FP-02-OB,Fast Fit 35mm T/C with Orange/Blue Female Channels Only,1316.4,109.05,91.7,,,,109.05,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-SM/35-FP-01-EXH,Tri-Creaser Fast Fit 35mm Extra Heavy Version (no lugs),1316.4,79,94,,,,79,,,,tool,Fast-Fit Tri-Creaser,,
,FF-SM/35-FP-01-B,Fast Fit 35mm Tri-Creaser,1316.4,80.19,93.9,,,789.84,80.19,89.8,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SM/35-FP-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.4,106.06,91.9,,,789.84,106.06,86.6,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SM/35-FP,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.4,124.25,90.6,,,789.84,124.25,84.3,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-SM/35-FIX-B,OBSELETE,1316.4,77.8,94.1,,,,77.8,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-SM/35-FIX-01-B-V,Fast Fit 35mm Tri-Creaser,1316.4,129.86,90.1,,,,129.86,,,,tool,Fast-Fit Tri-Creaser,,
,FF-SM/35-FIX-01-B,Fast Fit 35mm Tri-Creaser Fixed Female,1316.4,77.92,94.1,,,789.84,77.92,90.1,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SM/35-FIX-01,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.4,89.96,93.2,,,789.84,89.96,88.6,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SM/35-FIX,Tri-Creaser Fast Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1316.4,83.18,93.7,,,789.84,83.18,89.5,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,"FF-SH/65-FP/1.5""",OBSELETE 65mm Shoei Fast Fit Tri-Creaser 1.5 inch I/D,1316.4,145.66,88.9,,,,145.66,,,,tool,Fast-Fit Tri-Creaser,,
,FF-SH/65-FP-SV,Shoei Tri-Creaser Fast Fit 35/65 - Shortened Version,1316.4,14.81,98.9,,,789.84,14.81,98.1,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SH/65-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,1316.4,88.73,93.3,,,789.84,88.73,88.8,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SH/65-FIX,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 65mm Out,1316.4,53.06,96,,,789.84,53.06,93.3,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SH/65-45-FP,Shoei Fast Fit 65mm,1316.4,145.56,88.9,,,789.84,145.56,81.6,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SH/55-FP-SV,Shoei Tri-Creaser Fast Fit 35/55 - Shortened Version,1316.4,133.38,89.9,,,789.84,133.38,83.1,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SH/55-FP,Tri-Creaser Fast Fit to fit Shoei 35mm Exit Shaft & 55mm Out,1316.4,107.69,91.8,,,789.84,107.69,86.4,,,tool,Fast-Fit Tri-Creaser,,60
,FF-RS-FP-01,"Tri-Creaser Fast Fit to fit Roto-Score 28.58mm or 1 1/8"" sha",1316.4,109.17,91.7,,,789.84,109.17,86.2,,,tool,Fast-Fit Tri-Creaser,,60
,FF-ROS/25-FP-01-B,Rosback Fast Fit Tri-Creaser,1316.4,93.83,92.9,,,789.84,93.83,88.1,,,tool,Fast-Fit Tri-Creaser,,60
,FF-ROS/25-FP-01,Tri-Creaser Fast Fit to fit Rosback 25.43mm shafts,1316.4,107.22,91.9,,,789.84,107.22,86.4,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-ROS/25-FP,DISCONTUNED  -  Rosback Fast-Fit Tri-Creaser,1316.4,86.45,93.4,,,,86.45,,,,tool,Fast-Fit Tri-Creaser,,
,FF-RO/25-FP-SV,Tri-Creaser Fast Fit Rollem Narrow Version,1316.4,64.12,95.1,,,789.84,64.12,91.9,,,tool,Fast-Fit Tri-Creaser,,60
,FF-RO/25-FP-01,Tri-Creaser Fast Fit to fit Rollem 25.43mm shafts,1316.4,112.39,91.5,,,789.84,112.39,85.8,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-RO/25-FP,DISCONTINUED  -  Rollem Fast-Fit Tri-Creaser with lugs,1316.4,88.3,93.3,,,,88.3,,,,tool,Fast-Fit Tri-Creaser,,
,FF-PI/27-FIX-01,Tri-Creaser Fast Fit to fit Pierce 27mm shafts,1316.4,92.48,93,,,789.84,92.48,88.3,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-MU/WEB-FP,Muller Web Press Fast-Fit Tri-Creaser,1316.4,,,,,,,,,,tool,Fast-Fit Tri-Creaser,,
,FF-MF/40-FIX-01,Tri-Creaser Fast Fit to fit MBO 40mm shafts,1316.4,140.72,89.3,,,789.84,140.72,82.2,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-MF/40-FIX,DISCONTINUED - Fast Fit MBO 40mm with fixed female,1316.4,14.06,98.9,,,,14.06,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-MF/30-FP-B,OBSELETE,1316.4,98.51,92.5,,,,98.51,,,,tool,Fast-Fit Tri-Creaser,,
,FF-MF/30-FP-02,Tri-Creaser Fast Fit to fit Meccanotecnica 30mm shafts,1316.4,220.86,83.2,,,789.84,220.86,72,,,tool,Fast-Fit Tri-Creaser,,60
,FF-MF/30-FP-01-B,Fast Fit 30mm Tri-Creaser,1316.4,108.46,91.8,,,789.84,108.46,86.3,,,tool,Fast-Fit Tri-Creaser,,60
,FF-MF/30-FP-01,Tri-Creaser Fast Fit to fit MBO 30mm shafts,1316.4,86.66,93.4,,,789.84,86.66,89,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-MF/30-FP,Fast Fit 30mm Tri-Creaser with lugs - DISCONTINUED,1316.4,65.91,95,,,,65.91,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-MF/30-FIX-6B,MBO 30mm Fast Fit with fixed female 6 settings - DISCONTINUE,1316.4,34.19,97.4,,,,34.19,,,,tool,Fast-Fit Tri-Creaser,,
,FF-MB/20FIX-01,20mm Fast Fit lugless & Fixed female,1316.4,,,,,789.84,,,,,tool,Fast-Fit Tri-Creaser,,60
,FF-MB/20-FP-01,Tri-Creaser Fast Fit to fit MB & GUK 20mm shafts,1316.4,95.63,92.7,,,789.84,95.63,87.9,,,tool,Fast-Fit Tri-Creaser,,60
,FF-MB/20-FP,20mm Fast Fit Tri Creaser,1316.4,67.05,94.9,,,789.84,67.05,91.5,,,tool,Fast-Fit Tri-Creaser,,60
,FF-MB/20-FIX,20mm MB Fast Fit Tri-Creaser Fixed,1316.4,67.05,94.9,,,789.84,67.05,91.5,,,tool,Fast-Fit Tri-Creaser,,60
,FF-LO-01,Tri-Creaser Fast Fit to fit Longford 45mm Top Shaft & 50.1mm,1316.4,139.44,89.4,,,789.84,139.44,82.3,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HO/VP-66-FP,Horizon VP-66 Tri-Creaser Fast Fit (1x Male 1x Female only),1316.4,70.2,94.7,,,789.84,70.2,91.1,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HO/65-FP,Tri-Creaser Fast Fit to fit Horizon 29.84mm shafts,1316.4,146.54,88.9,,,789.84,146.54,81.4,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HO/50-FP-B,Horizon Fast Fit to fit 20mm exit shafts,1316.4,69,94.8,,,789.84,69,91.3,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HO/50-FP,Tri-Creaser Fast Fit to fit Horizon 20mm shafts,1316.4,86.77,93.4,,,789.84,86.77,89,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HO/40.2-FP-01,Tri-Creaser Fast Fit to fit Horizon 24.8mm shafts,1316.4,111.68,91.5,,,789.84,111.68,85.9,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HH/46-FIX,H&H Fast Fit 35mm I/D 46mm O/D,1316.4,112.33,91.5,,,789.84,112.33,85.8,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HH/40-FIX,Tri-Creaser Fast Fit to fit Herzog and Heymann 40mm shafts,1316.4,119.07,91,,,789.84,119.07,84.9,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HH/35-FP-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 35mm shafts,1316.4,86.38,93.4,,,789.84,86.38,89.1,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-HH/35-FP,DISCONTINUED - H&H 35mm Fast-Fit Tri-Creaser,1316.4,67.1,94.9,,,,67.1,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-HH/30-FIX-3FEM-01,Fast Fit H&H 30mm with3 Fix Single Setting Females,1316.4,118.94,91,,,,118.94,,,,tool,Fast-Fit Tri-Creaser,,
,FF-HH/30-FIX-01-B,H&H 30mm Fast Fit with Fixed Female Component,1316.4,70.45,94.6,,,789.84,70.45,91.1,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HH/30-FIX-01,Tri-Creaser Fast Fit to fit Herzog and Heymann 30mm shafts,1316.4,56.48,95.7,,,789.84,56.48,92.8,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-HH/30-FIX,DISCONTINUE H&H 30mm Fast-Fit Tri-Creaser Fixed Female,1316.4,70.7,94.6,,,,70.7,,,,tool,Fast-Fit Tri-Creaser,,
,FF-HH/25-FIX-01-B,Tri-Creaser Fast Fit to fit Herzog and Heymann 25mm shafts,1316.4,74.2,94.4,,,789.84,74.2,90.6,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-GU/35-FP-X,Discontinued  Wrong Size GUK 35mm Fast Fit,1316.4,,,,,,,,,,tool,Fast-Fit Tri-Creaser,,
,FF-GU/35-FP-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts,1316.4,171.92,86.9,,,789.84,171.92,78.2,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-GU/35-FP,DISCONTINUED GUK Fast Fit 35mm,1316.4,69.67,94.7,,,,69.67,,,,tool,Fast-Fit Tri-Creaser,,
,FF-GU/35-FIX-01,Tri-Creaser Fast Fit to fit GUK 35mm shafts with Fixed Femal,1316.4,81.81,93.8,,,789.84,81.81,89.6,,,tool,Fast-Fit Tri-Creaser,,60
,FF-GA/01-FP-01,"Tri-Creaser Fast Fit to fit Ga-Vehren 25.41mm or 1"" shafts",1316.4,157.74,88,,,789.84,157.74,80,,,tool,Fast-Fit Tri-Creaser,,60
,FF-EC-FP,"Tri-Creaser Fast Fit to fit Econocrease 31.78mm or 1 1/4"" sh",1316.4,129.04,90.2,,,789.84,129.04,83.7,,,tool,Fast-Fit Tri-Creaser,,60
,FF-DM-FP-01,Tri-Creaser Fast Fit to fit Dick Moll 29.62mm shafts,1316.4,96.22,92.7,,,789.84,96.22,87.8,,,tool,Fast-Fit Tri-Creaser,,60
,FF-DM-FIX-01,Tri-Creaser Fast Fit to fit Dick Moll 29.62mm shafts with Fi,1316.4,130.6,90.1,,,789.84,130.6,83.5,,,tool,Fast-Fit Tri-Creaser,,60
,FF-BF/28-FP-01,"Tri-Creaser Fast Fit to fit Baumfolder 28.58mm or 1 1/8"" sha",1316.4,163.68,87.6,,,789.84,163.68,79.3,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-BF/28-FP,OBSELETE,1316.4,96.78,92.6,,,,96.78,,,,tool,Fast-Fit Tri-Creaser,,
,FF-BF/22-FP-01-B,Small Baum Fast Fit 22.24mm Exit Shaft,1316.4,116.21,91.2,,,789.84,116.21,85.3,,,tool,Fast-Fit Tri-Creaser,,60
,FF-BF/22-FP-01,"Tri-Creaser Fast Fit to fit Baumfolder 22.24mm or 7/8"" shaft",1316.4,130.08,90.1,,,789.84,130.08,83.5,,,tool,Fast-Fit Tri-Creaser,,60
,FF-BF/22-FP,Small Baum Fast-Fit to fit 22.24mm Exit Shafts,1316.4,85.69,93.5,,,789.84,85.69,89.2,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-36-FP-SV,OBSELETE,1316.4,67.77,94.9,,,,67.77,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-36-FP-01,36mm Fast Fit Tri Creaser with bearings. No lugs,1316.4,,,,,,,,,,tool,Fast-Fit Tri-Creaser,,
,FF-36-FP,Tri-Creaser Fast Fit to fit Agor & Multigraf 36mm shafts,1316.4,229.03,82.6,,,789.84,229.03,71,,,tool,Fast-Fit Tri-Creaser,,60
,FF-36-FIX,Tri-Creaser Fast Fit to fit Agor & Multigraf 36mm shafts,1316.4,12.77,99,,,789.84,12.77,98.4,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-35-FIX,OBSELETE,1316.4,60.66,95.4,,,,60.66,,,,tool,Fast-Fit Tri-Creaser,,
,FF-ST/25-FP-DSF-01-B,Tri Creaser Fast Fit 25mm Advance System,1747,128.59,92.6,,,1048.2,128.59,87.7,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SM/35-FP-DSF-01-B,Tri Creaser Fast Fit 35mm Advance System,1747,189.72,89.1,,,1048.2,189.72,81.9,,,tool,Fast-Fit Tri-Creaser,,60
,FF-SM/35-DSF-SV,Tri Creaser Fast Fit 35mm Advance System Short Version,1747,87.33,95,,,1048.2,87.33,91.7,,,tool,Fast-Fit Tri-Creaser,,60
,FF-RO/25-FP-DSF-01-B,Tri Creaser Fast Fit Rollem Advance System,1747,187.72,89.3,,,1048.2,187.72,82.1,,,tool,Fast-Fit Tri-Creaser,,60
,FF-PET/40-FP-DSF-01-B,Tri Creaser Fast Fit Petratto 40mm Advance System,1747,100.96,94.2,,,1048.2,100.96,90.4,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-MF/40-FP-DSF-01-B,Tri-Creaser Fast Fit MBO 40mm Advance System,1747,128.28,92.7,,,,128.28,,,,tool,Fast-Fit Tri-Creaser,,
,FF-MF/30-FP-DSF-01-B,Tri Creaser Fast Fit 30mm Advance System,1747,169,90.3,,,1048.2,169,83.9,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HO/20-FP-DSF-01-B,Tri Creaser Fast Fit Horizon 20mm Advance System,1747,556.04,68.2,,,1048.2,556.04,47,,,tool,Fast-Fit Tri-Creaser,,60
,FF-HH/35-FP-DSF-01-B,Tri-Creaser Fast Fit H&H 35mm Advance System,1747,178.41,89.8,,,1048.2,178.41,83,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,FF-GU/35-FP-DSF-01-B,Tri Creaser Fast Fit GUK 35 Advance System,1747,117.08,93.3,,,,117.08,,,,tool,Fast-Fit Tri-Creaser,,
NEEDS PRICING,FF-DM-DSF-01-B,Dick Moll Fast Fit Advance System,1747,161.66,90.7,,,,161.66,,,,tool,Fast-Fit Tri-Creaser,,
,FF-36-DSF-SV,Tri Creaser Fast Fit 36mm Advance System Short Version,1747,,,,,1048.2,,,,,tool,Fast-Fit Tri-Creaser,,60
,UCHIDA-29/01,Uchida Tri-Creaser Fast Fit Starter Package,3816.67,613.44,83.9,,,2290,613.44,73.2,,,tool,Fast-Fit Tri-Creaser,,60
NEEDS PRICING,693-FF,Fast Fit for B&R Moll Regal - Fixed Female,1316.4,10.38,,,,,10.38,,,,tool,Fast-Fit Tri-Creaser,,
,SC-DSF/HOR-25-NY-Y,Spine-Creaser Advance Yellow Female Receiver Ring,46.35,9.12,80.3,,,27.81,9.12,67.2,,,consumable,Female Receiver Ring,,60
,SC-DSF/HOR-25-NY-R,Spine-Creaser Advance Red Female Receiver Ring,46.35,8.65,81.3,,,27.81,8.65,68.9,,,consumable,Female Receiver Ring,,60
,SC-DSF/HOR-25-NY-B,Spine-Creaser Advance Blue Female Receiver Ring,46.35,12.66,72.7,,,27.81,12.66,54.5,,,consumable,Female Receiver Ring,,60
,RS-NY/FE-Y,Tri-Creaser Advance Yellow Female Receiver Ring,46.35,8.16,82.4,,,27.81,8.16,70.7,,,consumable,Female Receiver Ring,,60
,RS-NY/FE-R,Tri-Creaser Advance Red Female Receiver Ring,46.35,8.52,81.6,,,27.81,8.52,69.4,,,consumable,Female Receiver Ring,,60
,RS-NY/FE-B,Tri-Creaser Advance Blue Female Receiver Ring,46.35,8.11,82.5,,,27.81,8.11,70.8,,,consumable,Female Receiver Ring,,60
,RS-NY/FE,Tri-Creaser Advance Black Female Receiver Ring,46.35,8.03,82.7,,,27.81,8.03,71.1,,,consumable,Female Receiver Ring,,60
,FF-DSF/ROS-NY-Y,Tri Creaser Advance Yellow Receiver Ring,46.35,17.09,63.1,,,27.81,17.09,38.5,,,consumable,Female Receiver Ring,,60
,FF-DSF/ROS-NY-O,Tri Creaser Advance Orange Receiver Ring,46.35,17.96,61.3,,,27.81,17.96,35.4,,,consumable,Female Receiver Ring,,60
,FF-DSF/ROS-NY-B,Tri Creaser Advance Blue Female Receiver Ring,46.35,16.36,64.7,,,27.81,16.36,41.2,,,consumable,Female Receiver Ring,,60
,FF-DSF/RO-NY-Y,Tri-Creaser Advance Yellow Female Receiver Ring,46.35,7.2,84.5,,,27.81,7.2,74.1,,,consumable,Female Receiver Ring,,60
,FF-DSF/RO-NY-R,Tri-Creaser Advance Red Female Receiver Ring,46.35,6.69,85.6,,,27.81,6.69,75.9,,,consumable,Female Receiver Ring,,60
,FF-DSF/RO-NY-B,Tri-Creaser Advance Blue Female Receiver Ring,46.35,6.65,85.7,,,27.81,6.65,76.1,,,consumable,Female Receiver Ring,,60
,FF-DSF/PET-40-NY-Y,Petratto 40mm Double Score Female Creasing Ring  Yellow,46.35,15.43,66.7,,,27.81,15.43,44.5,,,consumable,Female Receiver Ring,,60
,FF-DSF/PET-40-NY-R,Petratto 40mm Double Score Female Creasing Ring. Red,46.35,8.48,81.7,,,27.81,8.48,69.5,,,consumable,Female Receiver Ring,,60
,FF-DSF/PET-40-NY-B,Petratto 40mm Double Score Female Creasing Ring .Blue,46.35,13.73,70.4,,,27.81,13.73,50.6,,,consumable,Female Receiver Ring,,60
,FF-DSF/HO-20-NY-Y,Tri-Creaser Advance Yellow Female Receiver Ring,46.35,8.13,82.5,,,27.81,8.13,70.8,,,consumable,Female Receiver Ring,,60
,FF-DSF/HO-20-NY-R,Tri-Creaser Advance Red Female Receiver Ring,46.35,8.19,82.3,,,27.81,8.19,70.6,,,consumable,Female Receiver Ring,,60
,FF-DSF/HO-20-NY-B,Tri-Creaser Advance Blue Female Receiver Ring,46.35,8.13,82.5,,,27.81,8.13,70.8,,,consumable,Female Receiver Ring,,60
,FF-DSF/HH-35-NY-Y,Tri-Creaser Advance Yellow Female Receiver Ring,46.35,4.57,90.1,,,27.81,4.57,83.6,,,consumable,Female Receiver Ring,,60
,FF-DSF/HH-35-NY-W,Tri-Creaser Advance White Female Receiver Ring,46.35,8.48,81.7,,,27.81,8.48,69.5,,,consumable,Female Receiver Ring,,60
,FF-DSF/HH-35-NY-R,Tri-Creaser Advance Red Female Receiver Ring,46.35,4.66,89.9,,,27.81,4.66,83.2,,,consumable,Female Receiver Ring,,60
,FF-DSF/HH-35-NY-B,Tri-Creaser Advance Blue Female Receiver Ring,46.35,4.65,90,,,27.81,4.65,83.3,,,consumable,Female Receiver Ring,,60
,FF-DSF/HH-35-NY,Tri-Creaser Advance Black Female Receiver Ring,46.35,4.73,89.8,,,27.81,4.73,83,,,consumable,Female Receiver Ring,,60
,FF-DSF/GU-35-NY-Y,Tri-Creaser Advance Yellow Female Receiver Ring,46.35,8.2,82.3,,,27.81,8.2,70.5,,,consumable,Female Receiver Ring,,60
,FF-DSF/GU-35-NY-W,Tri-Creaser Advance White Female Receiver Ring,46.35,7.57,83.7,,,27.81,7.57,72.8,,,consumable,Female Receiver Ring,,60
,FF-DSF/GU-35-NY-R,Tri-Creaser Advance Red Female Receiver Ring,46.35,8.04,82.7,,,27.81,8.04,71.1,,,consumable,Female Receiver Ring,,60
,FF-DSF/GU-35-NY-B,Tri-Creaser Advance Blue Female Receiver Ring,46.35,7.64,83.5,,,27.81,7.64,72.5,,,consumable,Female Receiver Ring,,60
NEEDS PRICING,FF-DSF/DU-02-NY-Y,Tri Creaser Advance Receiver Ring,46.35,,,,,,,,,,consumable,Female Receiver Ring,,
NEEDS PRICING,FF-DSF/DU-02-NY-R,Tri Creaser Advance Red Receiver Ring,46.35,,,,,,,,,,consumable,Female Receiver Ring,,
NEEDS PRICING,FF-DSF/DU-02-NY-B,Tri Creaser Advance Blue Receiver Ring,46.35,,,,,,,,,,consumable,Female Receiver Ring,,
NEEDS PRICING,FF-DSF/BF-28-NY-Y,Tri Creaser Advance Yellow Receiver Ring,46.35,11.84,71.8,,,,11.84,,,,consumable,Female Receiver Ring,,
NEEDS PRICING,FF-DSF/BF-28-NY-O,Tri Creaser Advance Orange Receiver Ring,46.35,11.87,71.7,,,,11.87,,,,consumable,Female Receiver Ring,,
NEEDS PRICING,FF-DSF/BF-28-NY-B,Tri Creaser Advance Blue Receiver Ring,46.35,12.16,71,,,,12.16,,,,consumable,Female Receiver Ring,,
,FF-DSF/35-NY-Y,Tri-Creaser Advance Yellow Female Receiver Ring,46.35,9.53,79.4,,,27.81,9.53,65.7,,,consumable,Female Receiver Ring,,60
,FF-DSF/35-NY-W,Tri-Creaser Advance White Female Receiver Ring,46.35,8.72,81.2,,,27.81,8.72,68.6,,,consumable,Female Receiver Ring,,60
,FF-DSF/35-NY-R,Tri-Creaser Advance Red Female Receiver Ring,46.35,9.58,79.3,,,27.81,9.58,65.6,,,consumable,Female Receiver Ring,,60
