Product Code,Description,Original Sales Price,New Sales Price,Difference,Cost Price,Type,Category,Margin %,Gina Pricing,Gina %,Uwe Pricing,Uwe %,New Distributor Price,New Distributor Price %,Last Order Date
FEMALE-MF/40-FIX,Female forMBO 40,600,600,0.00,0,consumable,NEGLECTED,,,,,,,,
FEMALE-MB20-FIX,MB 20mm fixed females,600,600,0.00,35,consumable,,94.2,328,54.7,328,54.7,360.00,60.0,30/08/2024
FEMALE-MB/20,MB 20mm Floating Female,600,600,0.00,0,consumable,,,328,54.7,328,54.7,360.00,60.0,20/01/2020
FEMALE-MB-20-FIX/OC,MB 20mm Fixed Female Orange Channels Only,600,600,0.00,1.7,consumable,,99.7,,,328,54.7,,,27/03/2025
FEMALE-HO/65,Female Component  Easy-Fit Horizon 30mm 65mm O/D,236,546.67,310.67,0,consumable,,,328,139,328,139.0,328.00,60.0,13/04/2018
FEMALE-HO/50,Female for Horizon 50mm O/D,600,600,0.00,20.41,consumable,,96.6,328,54.7,328,54.7,360.00,60.0,25/01/2024
FEMALE-HH/35,Female for HH 35mm  Floating,600,600,0.00,54.25,consumable,,91.0,328,54.7,328,54.7,360.00,60.0,18/03/2025
FEMALE-HH/30-FIX,Fixed Female for H&H 30mm,600,600,0.00,0,consumable,,,328,54.7,328,54.7,360.00,60.0,07/12/2022
FEMALE-GUK-59.4/OB,Female Guk 59.4mm Orange/Blue Channels only,600,600,0.00,50.63,consumable,,91.6,328,54.7,328,54.7,360.00,60.0,02/07/2025
FEMALE-GUK-35FIX,35mm GUK Fixed Female,600,600,0.00,33.44,consumable,,94.4,328,54.7,328,54.7,360.00,60.0,16/05/2018
FEMALE-GUK-35/OB,WRONG CODE DO NOT USE,600,600,0.00,59.62,consumable,NEGLECTED,90.1,,,,,,,
FEMALE-GUK-35,GUK 35mm Floating Female,600,600,0.00,42.16,consumable,,93.0,328,54.7,328,54.7,360.00,60.0,08/03/2018
FEMALE-DM-FIX,Fixed Female Dick Moll,600,600,0.00,48.42,consumable,NEGLECTED,91.9,328,54.7,328,54.7,360.00,60.0,
FEMALE-DM,Bearing Female Dick Moll,600,600,0.00,56.92,consumable,NEGLECTED,90.5,328,54.7,328,54.7,360.00,60.0,
FEMALE-DEL-ST/25,Female Deluxe 25mm,0,0,,0,consumable,NEGLECTED,,,,,,,,
FEMALE-CP-AP/35-Y,Female for CP Applicator 35mm Yellow,72,72,0.00,10.64,consumable,,85.2,,,,,,,04/04/2018
FEMALE-CP-AP/35-O,Female for CP-Applicator 35mm Orange,72,72,0.00,10.64,consumable,,85.2,,,,,,,23/11/2022
FEMALE-CP-AP/35-B,Female for CP Applicator 35mm Blue,72,72,0.00,10.64,consumable,,85.2,,,,,,,20/11/2015
FEMALE-CP-AP/25-O,Female CP Applicator 25mm Orange,72,72,0.00,0,consumable,NEGLECTED,,,,,,,,
FEMALE-BOSS/36,Female Boss Unit 36mm Exit Shaft. O/D 58mm,0,0,,0,consumable,,,,,,,,,28/05/2014
FEMALE-BF22-FIX,Small Baum Fixed Female,600,600,0.00,48.47,consumable,NEGLECTED,91.9,328,54.7,328,54.7,360.00,60.0,
FEMALE-BF/28,Female for Large Baum,600,600,0.00,500,consumable,,16.7,328,54.7,328,54.7,360.00,60.0,05/02/2019
FEMALE-BF/22,Small Baum Female,600,600,0.00,0,consumable,,,328,54.7,328,54.7,360.00,60.0,22/01/2021
FEMALE-35/OB,Female 35mm Orange/Blue Channels Olnly,600,600,0.00,84.44,consumable,,85.9,,,,,,,10/02/2025
FEMALE-35-FIX-V,35mm Fixed Female V style,600,600,0.00,0.7,consumable,NEGLECTED,99.9,328,54.7,328,54.7,360.00,60.0,
FEMALE-35-FIX,35mm Fixed Female,600,600,0.00,33.08,consumable,,94.5,328,54.7,328,54.7,360.00,60.0,08/10/2024
FEMALE-35,35mm Floating Female,600,600,0.00,70.92,consumable,,88.2,328,54.7,328,54.7,360.00,60.0,09/04/2025
FEMALE-30-FIX,Female 30mm Fixed,600,600,0.00,0,consumable,,,328,54.7,328,54.7,360.00,60.0,13/06/2025
FEMALE-30,30mm Floating Female,600,600,0.00,27.08,consumable,,95.5,328,54.7,328,54.7,360.00,60.0,22/11/2024
FEMALE-25-FIX-V,25mm Fixed Female V Style,600,600,0.00,42.93,consumable,NEGLECTED,92.8,328,54.7,328,54.7,360.00,60.0,
FEMALE-25-FIX,25mm Fixed Female,600,600,0.00,26.2,consumable,,95.6,328,54.7,328,54.7,360.00,60.0,25/10/2023
FEMALE-25,25mm Floating Female,600,600,0.00,25.5,consumable,,95.8,328,54.7,328,54.7,360.00,60.0,27/08/2021
FEMALE-20-FIX,20mm Fixed Female,600,600,0.00,0,consumable,,,328,54.7,328,54.7,360.00,60.0,11/03/2014
EX-TC-DEL-SM/35-FP,Ex-Demo Stahl/MBO De-lux Tri Creaser 35mm I/D,450,450,0.00,0,consumable,,,,,,,,,12/07/2019
EX-TC-DEL-MF/30-FP.2,Ex Demo MBO De-lux Tri Creaser 30mmI/d with 49.95 O/D,450,450,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-TC-DEL-HO/20-FP,Ex Demo Horizon De-lux Tri Creaser 20mm I/D,450,450,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-SC-HOR/25-FP-DSF-01,Ex-Demo Spine Creaser to Fit Horizon Stitchliner MKIII,800,800,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-QC-MU/PO-FP-6,Ex Demo Muller Pony,800,800,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-QC-03,Ex Demo Easy Fit Tri Creaser 36mm I/D,550,550,0.00,0,consumable,,,,,,,,,10/03/2022
EX-PD-DEL-SM/35-FP,Ex Demo 35 mm Microperforator,0,0,,0,consumable,,,,,,,,,07/03/2022
EX-PD-DEL-MF/30-FP,Ex Demo 30mm Micro Perforator,0,0,,0,consumable,NEGLECTED,,,,,,,,
EX-MT-04/PERF-OPTION-1,EX Demo Multi-Tool 30mm Perforation Option 1,500,500,0.00,0,consumable,,,,,,,,,11/10/2021
EX-MT-02/PERF-OPTION-1,Ex Demo Multi Tool 35mm Perforation Option 1,500,500,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-MT-02/CUTTING.OPTION2,Ex Demo Multi-Tool 35mm Cutting Option 2,500,500,0.00,0,consumable,,,,,,,,,13/09/2019
EX-FF-ST/25-FP-DSF-01-B,Ex Demo Fast Fit 25mm Advance System,0,0,,0,consumable,,,,,,,,,24/09/2024
EX-FF-ST/25-FP-01,Ex Demo Fast Fit 25mm Tri Creaser,700,700,0.00,0,consumable,,,,,,,,,06/08/2019
EX-FF-SM/35-FP-DSF-01-B,Ex Demo Fast Fit 35mm Advance System,0,0,,0,consumable,NEGLECTED,,,,,,,,
EX-FF-SM/35-FP-01,Ex Demo Fast Fit 35mm tri Creaser,700,700,0.00,0,consumable,,,,,,,,,16/03/2020
EX-FF-MF/30-FP-01,Ex Demo Fast Fit 30mm Tri Creaser,700,700,0.00,0,consumable,,,,,,,,,10/03/2021
EX-FF-MF/30-FIX-01,Ex Demo Fast Fit 30mm with Fixed Female Tri Creaser,700,700,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-FF-MF/30-DSF-01,Ex Demo Fast Fit 30mm Advance System,750,750,0.00,0,consumable,,,,,,,,,19/02/2020
EX-EF-SH/35-FP,"Ex Demo Shoei Easy Fit Tri Creaser 35mmI/D, 65m O/D",550,550,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-EF-HO/50-FP,Ex Demo Easy Fit Tri Creaser 50mm O/D,550,550,0.00,0,consumable,,,,,,,,,19/11/2021
EX-EF-DM/30-FP,Ex Demo Dick Moll Easy Fit,550,550,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-DC-STA-MB/20-FP,Ex Demo standard Digi Creaser for Cas 38/52,450,450,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-CSM/25-SHC-DSF,Ex-Demo CSM Spine & Hinge DSF,100,100,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-CSM/25-MP,Ex Demo CSM Perf Tool,0,0,,100,consumable,,,,,,,,,26/07/2023
EX-CSM/25-FF-DS,Ex-Demo CSM Tri-Creaser Fast Fit,350,350,0.00,0,consumable,,,,,,,,,07/10/2024
EX-CSM/25-CT,Ex-Demo CSM Cutting Tool,100,100,0.00,0,consumable,NEGLECTED,,,,,,,,
EX-CC-MU-01,Ex Demo Tech-ni-Cover Tri Creaser for Muller,750,750,0.00,0,consumable,,,,,,,,,27/06/2019
EP9569,Morgana Foam & Box,0,0,,7.71,consumable,NEGLECTED,,,,,,,,
EP9555,OBSELETE,0,0,,4.14,consumable,NEGLECTED,,,,,,,,
EP9372,OBSELETE,0,0,,4.26,consumable,NEGLECTED,,,,,,,,
EP9370,MBO Delux Tri-Creaser 30mm Foam & Box,0,0,,3.41,consumable,NEGLECTED,,,,,,,,
EP9369,OBSELETE,0,0,,4.01,consumable,NEGLECTED,,,,,,,,
EP9300,58mm Shallow Foam,0,0,,2.08,consumable,,,,,,,,,11/12/2020
EP9298,44mm Shallow Foam,0,0,,2.8,consumable,NEGLECTED,,,,,,,,
EP12878,OBSELETE,0,0,,1.08,consumable,NEGLECTED,,,,,,,,
EP12877,OBSELETE,0,0,,1.08,consumable,NEGLECTED,,,,,,,,
EP10659,Small Packing Boxes 10 x 10 x 5cm,0,0,,2.08,consumable,NEGLECTED,,,,,,,,
EP001052,Agor Starter Pack foam,0,0,,6.11,consumable,NEGLECTED,,,,,,,,
EP001042,35mm Multi-Tool Combo/CP-Applicator Foam,0,0,,8.58,consumable,,,,,,,,,17/03/2023
EP000954,44mm Deep Foam (EP12878 Revised),0,0,,2.77,consumable,,,,,,,,,11/10/2022
EP000874,Muller Adjustable 8 Creaser 295 x 245 x 55,0,0,,11.02,consumable,,,,,,,,,29/01/2018
EP000265,ST-350 Spine-Creaser LD18 Black 300 x 250 x 55 Foam,0,0,,11.49,consumable,NEGLECTED,,,,,,,,
EP00004727/1,LD18 Black Double Hole ST100 'B',0,0,,7.48,consumable,NEGLECTED,,,,,,,,
EP00004726/1,LD18 Black Double Hole ST100 'A',0,0,,7.72,consumable,NEGLECTED,,,,,,,,
EP00004725/1,LD18 Black Spine Creaser 300 x 250 x 55,0,0,,6.18,consumable,,,,,,,,,16/03/2016
EP00003693,Shoei 65mm Starter Package Foam,0,0,,8.17,consumable,NEGLECTED,,,,,,,,
EP00003691,Shoei 55mm Starter Package Foam,0,0,,8.32,consumable,NEGLECTED,,,,,,,,
EP00002414,Muller Double Wheel Cover Feeder Foam,0,0,,3.59,consumable,,,,,,,,,03/07/2014
EP00001284,25/30mm Multi Tool Combo/CP Applicator Foam,0,0,,14.4,consumable,NEGLECTED,,,,,,,,
EP00001158,58mm Deep Foam (EP12877 Revised),0,0,,2.55,consumable,,,,,,,,,17/12/2020
EF-ST/50-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 50mm shafts,1096.7,1096.7,0.00,100.03,tool,Easy-Fit Tri-Creaser,90.9,478,43.6,530,48.3,658.02,60.0,20/02/2014
EF-ST/45-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 45mm shafts,1096.7,1096.7,0.00,293.48,tool,Easy-Fit Tri-Creaser,73.2,478,43.6,530,48.3,658.02,60.0,12/06/2009
EF-ST/25-FP-USA,Easy-Fit Tri-Creaser - 25mm - USA,1096.7,1096.7,0.00,9.12,tool,Easy-Fit Tri-Creaser,99.2,,,,,,,05/02/2007
EF-ST/25-FP-DSF-01-B,Tri Creaser Easy Fit 25mm Advance System,1647,1647,0.00,130.94,tool,Easy-Fit Tri-Creaser,92.0,606,36.8,670,40.7,988.20,60.0,02/05/2023
EF-ST/25-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 25mm shafts,1096.7,1096.7,0.00,98.83,tool,Easy-Fit Tri-Creaser,91.0,478,43.6,530,48.3,658.02,60.0,29/02/2024
EF-ST/25-DSF,Tri Creaser Easy Fit 25mm Advance Female Only Pack,997,997,0.00,84.88,tool,Easy-Fit Tri-Creaser,91.5,426,42.7,486,48.7,598.20,60.0,19/04/2022
EF-ST/25-3CREASE,3 Crease 25mm Special,750,750,0.00,77.49,tool,Easy-Fit Tri-Creaser,89.7,,,,,,,
EF-ST/20-FP-01,Easy Fit 20mm for Japan containing 1 male component,1096.7,1096.7,0.00,0,tool,Easy-Fit Tri-Creaser,,,,,,,,04/08/2009
EF-ST/20-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg 20mm shafts,1096.7,1096.7,0.00,90.25,tool,Easy-Fit Tri-Creaser,91.8,478,43.6,530,48.3,658.02,60.0,13/06/2023
EF-SM/36-FIX,OBSELETE,1096.7,1096.7,0.00,100,tool,Easy-Fit Tri-Creaser,90.9,,,,,,,17/03/2006
EF-SM/35-FP-USA,35mm Easy-Fit Tri-Creaser (Floating) - USA,1096.7,1096.7,0.00,11.86,tool,Easy-Fit Tri-Creaser,98.9,,,,,,,26/01/2007
EF-SM/35-FP-DSF-01-B,Tri Creaser Easy Fit 35mm Advance System,1647,1647,0.00,117.65,tool,Easy-Fit Tri-Creaser,92.9,606,36.8,670,40.7,988.20,60.0,05/04/2023
EF-SM/35-FP,Tri-Creaser Easy Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1096.7,1096.7,0.00,14.79,tool,Easy-Fit Tri-Creaser,98.7,478,43.6,530,48.3,658.02,60.0,04/06/2025
EF-SM/35-FIX,Tri-Creaser Easy Fit to fit Stahl/Heidelberg & MBO 35mm shaf,1096.7,1096.7,0.00,53.43,tool,Easy-Fit Tri-Creaser,95.1,478,43.6,530,48.3,658.02,60.0,04/06/2024
EF-SM/35-DSF,Tri Creaser Easy Fit 35mm Advance Female Only Pack,997,997,0.00,74.45,tool,Easy-Fit Tri-Creaser,92.5,426,42.7,486,48.7,598.20,60.0,22/04/2022
EF-SM/35-5CREASE,Easy-FIt 5 Creases at 5mm apart,1096.7,1096.7,0.00,209.74,tool,Easy-Fit Tri-Creaser,80.9,,,,,,,21/10/2014
EF-SM/35-3CREASE,Easy Fit 3 Creases at 20mm apart,1096.7,1096.7,0.00,322.46,tool,Easy-Fit Tri-Creaser,70.6,,,,,,,21/10/2014
EF-SH/35-FP,Tri-Creaser Easy Fit to fit Shoei 35mm Exit Shaft & 65mm Out,1096.7,1096.7,0.00,100.52,tool,Easy-Fit Tri-Creaser,90.8,478,43.6,530,48.3,658.02,60.0,28/06/2017
EF-SAMC-FP,SAMC Easy-Fit Tri-Creaser,1096.7,1096.7,0.00,12.36,tool,Easy-Fit Tri-Creaser,98.9,478,43.6,530,48.3,658.02,60.0,30/04/2007
EF-ROS/25-FP-01,Easy Fit Tri-Creaser with Large Female - 66.52mm O/D,1096.7,1096.7,0.00,13.54,tool,Easy-Fit Tri-Creaser,98.8,,,,,,,23/05/2007
EF-ROS/25-FP,Tri-Creaser Easy Fit to fit Rosback 25.43mm shafts,1096.7,1096.7,0.00,102.2,tool,Easy-Fit Tri-Creaser,90.7,478,43.6,530,48.3,658.02,60.0,03/02/2020
EF-RO/25-DSF,Easy Fit Rollem DSF,997,997,0.00,127.59,tool,Easy-Fit Tri-Creaser,87.2,426,42.7,486,48.7,598.20,60.0,15/01/2026
EF-RO/20-REV,Tri-Creaser Easy Fit to fit Rollem 25.43mm shafts,1096.7,1096.7,0.00,195.51,tool,Easy-Fit Tri-Creaser,82.2,478,43.6,530,48.3,658.02,60.0,20/03/2025
EF-RO/20-FP,Tri-Creaser Easy Fit to fit Rollem 25.43mm shafts,1096.7,1096.7,0.00,111.6,tool,Easy-Fit Tri-Creaser,89.8,478,43.6,530,48.3,658.02,60.0,11/11/2024
EF-PIV/32-FIX,Easy Fit to fit Pivano GT 32mm Exit Shaft,434.5,434.5,0.00,10.98,tool,Easy-Fit Tri-Creaser,97.5,,,,,,,05/03/2012
EF-PC/KORA,Tri-Creaser Easy Fit Black Plastic Creasing Rib,28,34.77,6.77,6,consumable,Plastic Creasing Band,78.6,20.86,74.5,20.86,74.5,20.86,60.0,24/04/2012
EF-PC/35-Y,35mm Stahl/MBO Yellow Easy Fit Plastic Creaser,28,34.77,6.77,11.1,consumable,Plastic Creasing Band,60.4,20.86,74.5,20.86,74.5,20.86,60.0,21/11/2025
EF-PC/35-R,35mm Stahl/MBO Red Easy-Fit Plastic Creaser,28,34.77,6.77,11.1,consumable,Plastic Creasing Band,60.4,20.86,74.5,20.86,74.5,20.86,60.0,21/11/2025
EF-PC/35-B,35mm Stahl/MBO Blue Easy Fit Plastic Creaser,28,34.77,6.77,11.14,consumable,Plastic Creasing Band,60.2,20.86,74.5,20.86,74.5,20.86,60.0,21/11/2025
EF-PC/30-Y,30mm MBO Yellow Easy Fit Plastic Creaser,28,34.77,6.77,11.1,consumable,Plastic Creasing Band,60.4,20.86,74.5,20.86,74.5,20.86,60.0,21/10/2015
EF-PC/30-B,30mm MBO Blue Easy Fit Plastic Creaser,28,34.77,6.77,6.44,consumable,Plastic Creasing Band,77.0,20.86,74.5,20.86,74.5,20.86,60.0,18/12/2017
EF-PC/25-Y,Tri-Creaser Easy Fit Yellow Plastic Creasing Rib,28,34.77,6.77,6.97,consumable,Plastic Creasing Band,75.1,20.86,74.5,20.86,74.5,20.86,60.0,14/03/2017
EF-PC/25-B,Tri-Creaser Easy Fit Blue Plastic Creasing Rib,28,34.77,6.77,6.44,consumable,Plastic Creasing Band,77.0,20.86,74.5,20.86,74.5,20.86,60.0,04/11/2011
EF-PC-HO/50-Y,Tri-Creaser Easy Fit Yellow Plastic Creasing Rib,28,34.77,6.77,6.44,consumable,Plastic Creasing Band,77.0,20.86,74.5,20.86,74.5,20.86,60.0,18/06/2012
EF-PC-HO/50-B,Tri-Creaser Easy Fit Blue Plastic Creasing Rib,28,34.77,6.77,6.44,consumable,Plastic Creasing Band,77.0,20.86,74.5,20.86,74.5,20.86,60.0,18/06/2012
EF-PC-HH/67.5-W,White Plastic Creaser for H&H 67.5mm Easy Fit,28,34.77,6.77,9.95,consumable,Plastic Creasing Band,64.5,20.86,74.5,20.86,74.5,20.86,60.0,26/04/2024
EF-PC-HH/67.5-B,Blue Plastic Creaser for H&H 67.5mm Easy Fit,28,34.77,6.77,7.3,consumable,Plastic Creasing Band,73.9,20.86,74.5,20.86,74.5,20.86,60.0,13/01/2017
EF-PC-HH/67.5,Black Plastic Creaser for H&H 67.5mm Easy Fit,28,34.77,6.77,11.8,consumable,Plastic Creasing Band,57.9,20.86,74.5,20.86,74.5,20.86,60.0,
EF-PC-HH/30-Y,Tri-Creaser Easy Fit Yellow Plastic Creasing Rib,28,34.77,6.77,5.17,consumable,Plastic Creasing Band,81.5,20.86,74.5,20.86,74.5,20.86,60.0,23/07/2019
EF-PC-BF/28-Y,Tri-Creaser Easy Fit Yellow Plastic Creasing Rib,28,34.77,6.77,9.1,consumable,Plastic Creasing Band,67.5,20.86,74.5,20.86,74.5,20.86,60.0,04/06/2025
EF-PC-BF/28-R,Tri-Creaser Easy Fit Red Plastic Creasing Rib,28,34.77,6.77,6.53,consumable,Plastic Creasing Band,76.7,20.86,74.5,20.86,74.5,20.86,60.0,13/02/2012
EF-PC-BF/28-B,Tri-Creaser Easy Fit Blue Plastic Creasing Rib,28,34.77,6.77,6.38,consumable,Plastic Creasing Band,77.2,20.86,74.5,20.86,74.5,20.86,60.0,13/02/2012
EF-MF/40-FIX,Tri-Creaser Easy Fit to fit MBO 40mm shafts,1096.7,1096.7,0.00,89.07,tool,Easy-Fit Tri-Creaser,91.9,478,43.6,530,48.3,658.02,60.0,13/06/2023
EF-MF/30-FP-DSF-01-B,Tri Creaser Easy Fit 30mm Advance System,1647,1647,0.00,143.16,tool,Easy-Fit Tri-Creaser,91.3,606,36.8,670,40.7,988.20,60.0,02/05/2017
EF-MF/30-FP,Tri-Creaser Easy Fit to fit MBO 30mm shafts,1096.7,1096.7,0.00,164.18,tool,Easy-Fit Tri-Creaser,85.0,478,43.6,530,48.3,658.02,60.0,04/03/2025
EF-MF/30-DSF,Tri Creaser Easy Fit 30mm Advance Female Only Pack,997,997,0.00,67.37,tool,Easy-Fit Tri-Creaser,93.2,426,42.7,486,48.7,598.20,60.0,22/04/2022
EF-MB/20-FP,Tri-Creaser Easy Fit to fit MB 20mm shafts,1096.7,1096.7,0.00,161.23,tool,Easy-Fit Tri-Creaser,85.3,478,43.6,530,48.3,658.02,60.0,22/09/2023
EF-KORA/01-FP,Tri-Creaser Easy Fit to fit Kora Machine,1096.7,1096.7,0.00,159.33,tool,Easy-Fit Tri-Creaser,85.5,478,43.6,530,48.3,658.02,60.0,12/04/2024
EF-ITA/25-FP,Italian Easy-Fit Tri-Creaser - 59mm O/D,1096.7,1096.7,0.00,12.36,tool,Easy-Fit Tri-Creaser,98.9,478,43.6,530,48.3,658.02,60.0,09/02/2007
EF-HO/65-FP,Tri-Creaser Easy Fit to fit Horizon 29.84mm shafts,1096.7,1096.7,0.00,138.84,tool,Easy-Fit Tri-Creaser,87.3,478,43.6,530,48.3,658.02,60.0,29/01/2025
EF-HO/50-FP-USA,OBSELETE,1096.7,1096.7,0.00,8.18,tool,Easy-Fit Tri-Creaser,99.3,,,,,,,27/03/2007
EF-HO/50-FP,Tri-Creaser Easy Fit to fit Horizon 20mm shafts,1096.7,1096.7,0.00,108.29,tool,Easy-Fit Tri-Creaser,90.1,478,43.6,530,48.3,658.02,60.0,19/03/2020
EF-HO/30-FP,Tri Creaser Easy Fit to fit Horizon 48mm Outer Diameter,1096.7,1096.7,0.00,121.03,tool,Easy-Fit Tri-Creaser,89.0,478,43.6,530,48.3,658.02,60.0,13/12/2017
EF-HO/25-FP,Tri-Creaser Easy Fit to fit Horizon 24.81mm shafts,1096.7,1096.7,0.00,165.73,tool,Easy-Fit Tri-Creaser,84.9,478,43.6,530,48.3,658.02,60.0,30/01/2019
EF-HO/20-DSF,Easy Fit Horizon 20mm DSF,997,997,0.00,105.08,consumable,,89.5,426,42.7,486,48.7,598.20,60.0,22/04/2022
EF-HO-ADJ/6C-FP,Horizon Japanese Double Easy-Fit - 6 Creaser Set,1096.7,1096.7,0.00,21.05,tool,Easy-Fit Tri-Creaser,98.1,,,,,,,29/08/2008
EF-HH/69.5-FP,OBSELETE,1096.7,1096.7,0.00,9.79,tool,Easy-Fit Tri-Creaser,99.1,,,,,,,09/03/2009
EF-HH/67.5-FP-02,Easy Fit Tri-Creaser 45mm I/D 67.5mm O/D with Nylon Ribs,1096.7,1096.7,0.00,9.65,tool,Easy-Fit Tri-Creaser,99.1,478,43.6,530,48.3,658.02,60.0,05/03/2010
EF-HH/67.5-FP-01,Tri-Creaser Easy Fit to fit Herzog & Heymann 45mm shafts,1096.7,1096.7,0.00,91.55,tool,Easy-Fit Tri-Creaser,91.7,478,43.6,530,48.3,658.02,60.0,18/01/2010
EF-HH/67.5-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 50mm shafts,1096.7,1096.7,0.00,103.87,tool,Easy-Fit Tri-Creaser,90.5,478,43.6,530,48.3,658.02,60.0,09/01/2020
EF-HH/35-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 35mm shafts,1096.7,1096.7,0.00,187.08,tool,Easy-Fit Tri-Creaser,82.9,478,43.6,530,48.3,658.02,60.0,03/02/2023
EF-HH/30-FIX,Tri-Creaser Easy Fit to fit Herzog & Heymann 30mm shafts,1096.7,1096.7,0.00,72.12,tool,Easy-Fit Tri-Creaser,93.4,478,43.6,530,48.3,658.02,60.0,14/10/2020
EF-HH/25-FP,Tri-Creaser Easy Fit to fit Herzog & Heymann 25mm shafts,1096.7,1096.7,0.00,72.72,tool,Easy-Fit Tri-Creaser,93.4,478,43.6,530,48.3,658.02,60.0,03/03/2016
EF-GU/35-FP,Tri-Creaser Easy Fit to fit GUK 35mm shafts,1096.7,1096.7,0.00,41.18,tool,Easy-Fit Tri-Creaser,96.2,478,43.6,530,48.3,658.02,60.0,14/02/2024
EF-GU/35-FIX,Tri-Creaser Easy Fit to fit GUK 35mm shafts with Fixed Femal,1096.7,1096.7,0.00,80.36,tool,Easy-Fit Tri-Creaser,92.7,478,43.6,530,48.3,658.02,60.0,10/12/2012
EF-FI/45,Tri-Creaser Easy Fit to fit Fidia 45mm shafts,1096.7,1096.7,0.00,70.81,tool,Easy-Fit Tri-Creaser,93.5,478,43.6,530,48.3,658.02,60.0,15/01/2021
EF-FI/40-FP,Tri Creaser Easy Fit to fit Fidia 40mm shafts,1096.7,1096.7,0.00,0,tool,Easy-Fit Tri-Creaser,,,,,,,,
EF-FI/40-FIX,Tri Creaser Fixed Easy Fit to fit Fidia 40mm Shaft,1096.7,1096.7,0.00,148.09,tool,Easy-Fit Tri-Creaser,86.5,,,,,,,11/12/2024
EF-DM/30-FP,Tri-Creaser Easy Fit to fit Dick Moll 29.62mm shafts,1096.7,1096.7,0.00,87.58,tool,Easy-Fit Tri-Creaser,92.0,478,43.6,530,48.3,658.02,60.0,29/09/2017
EF-DEL-PE/26-FP,Tri-Creaser Easy Fit to fit Pierce 27mm shafts,1096.7,1096.7,0.00,94.26,tool,Easy-Fit Tri-Creaser,91.4,478,43.6,530,48.3,658.02,60.0,14/11/2023
EF-BR-RO/20-FP,Rollem Easy-Fit Tri-Creaser with Female Bearing Component,1096.7,1096.7,0.00,11.86,tool,Easy-Fit Tri-Creaser,98.9,478,43.6,530,48.3,658.02,60.0,01/11/2007
EF-BF/28-FP,"Tri-Creaser Easy Fit to fit Baumfolder 28.58mm or 1 1/8"" sha",1096.7,1096.7,0.00,148.09,tool,Easy-Fit Tri-Creaser,86.5,478,43.6,530,48.3,658.02,60.0,20/03/2025
EF-BF/22-FP,"Tri-Creaser Easy Fit to fit Baumfolder 22.24mm or 7/8"" shaft",1096.7,1096.7,0.00,114.68,tool,Easy-Fit Tri-Creaser,89.5,478,43.6,530,48.3,658.02,60.0,13/06/2023
EF-BAC-FP,DISCONTINUED - Bacciottini Easy-Fit Tri-Creaser,1096.7,1096.7,0.00,114.3,tool,Easy-Fit Tri-Creaser,89.6,478,43.6,530,48.3,658.02,60.0,28/08/2008
EF-AG/28-FP,Agor Easy-Fit Digi Creaser,404.8,751.67,346.87,1.77,tool,Easy-Fit Tri-Creaser,99.6,451,111.4,451,111.4,451.00,60.0,
EF-36-FIXED,Tri-Creaser Easy Fit to fit Agor & Multigraf 36mm shafts wit,1096.7,1096.7,0.00,64.62,tool,Easy-Fit Tri-Creaser,94.1,478,43.6,530,48.3,658.02,60.0,08/01/2020
EF-35/FIX-FE,35mm Easy-Fit Fixed Female Component,495,495,0.00,40.3,consumable,,91.9,,,,,,,16/10/2007
EF-35/BR-FE,35mm Easy-Fit Bearing Female Component,495,495,0.00,0,consumable,NEGLECTED,,,,,,,,
EF-25/FIX-FE,25mm Easy-Fit Fixed Female Tri-Creaser,1096.7,1096.7,0.00,52.89,tool,Easy-Fit Tri-Creaser,95.2,478,43.6,530,48.3,658.02,60.0,04/06/2015
E00012707/2,Shallow Foam 150 x 145 x 37,0,0,,2.08,consumable,NEGLECTED,,,,,,,,
DU-ST/YE-PC,Spine-Creaser Yellow Split Plastic Creasing Rib,28,34.77,6.77,7.39,consumable,Plastic Creasing Band,73.6,20.86,74.5,20.86,74.5,20.86,60.0,05/03/2018
DU-ST/WH-PC,Spine-Creaser White Split Plastic Creasing Rib,28,34.77,6.77,7.97,consumable,Plastic Creasing Band,71.5,20.86,74.5,20.86,74.5,20.86,60.0,05/11/2024
DU-ST/BK-PC,Spine-Creaser Black Split Plastic Creasing Rib,28,34.77,6.77,8.08,consumable,Plastic Creasing Band,71.1,20.86,74.5,20.86,74.5,20.86,60.0,05/03/2018
