Product Code,Description,Type,Category,Old Customer Price (£),New Customer Price (£),Price Change (£),Price Change (%)
QC-DEL-KB/26-FP-6-01,"Quad-Creaser to fit Kolbus binder KM470, KM490 & KM495 model",tool,Quad-Creaser,2516.40,2516.40,0.00,0.0
QC-DEL-KB/94-FP-6,QuadCreaser to fit kolbus473 Perfect Binder with fixed hinge,tool,Quad-Creaser,2520.00,2536.67,16.67,0.7
QC-DEL-MPB/30-FP-5,"Quad-Creaser to fit Muller Martini Corona, Bolero, Acoro, No",tool,Quad-Creaser,2156.40,2156.40,0.00,0.0
QC-DEL-MPB/30-FP-5-B,Muller Easy-Binder Pink-Split Creaser - 5mm Hinge,tool,Quad-Creaser,2156.40,2156.40,0.00,0.0
QC-DEL-UB/6-FP,"Quad-Creaser to fit Harris, Goss & (old) UB binder 1 1/2"" Sh",tool,Quad-Creaser,2276.40,2276.40,0.00,0.0
QC-DEL-UB/6-FP-01,"Quad-Creaser to fit Harris, Goss & UB binder 30mm Shafts",tool,Quad-Creaser,2516.40,2516.40,0.00,0.0
QC-DEL-WO/98-ENDFLAP-FP,End Flap Creaser for Wohlenberg,tool,Quad-Creaser,1440.00,1466.67,26.67,1.9
QC-DEL-WO/98-FP-6,Quad-Creaser to fit Wohlenberg Champion & City E binder 30mm,tool,Quad-Creaser,2997.00,2997.00,0.00,0.0
QC-HO-2S/25-FP-6,"Quad-Creaser to fit Horizon BQ binder 470, 480 & 500 model 2",tool,Quad-Creaser,1738.40,1738.40,0.00,0.0
QC-MPB-2S/30-FP-6,Quad-Creaser to fit Muller Martini RB5 binder 30mm shafts,tool,Quad-Creaser,1680.00,1680.00,0.00,0.0
QC-MU-AG-30-FP,Quad-Creaser to fit Muller Martini Amigo binder 30mm shafts,tool,Quad-Creaser,1916.40,2011.67,95.27,5.0
QC-MU/ALE-FP-6,Quad Creaser to fit Muller Martini Alegro binder with 48mm s,tool,Quad-Creaser,2696.40,2696.40,0.00,0.0
QC-MU/ALE-LF-4C-FP,Lay Flat Attachment for Muller Alegro,tool,Quad-Creaser,1800.00,2488.33,688.33,38.2
QC-MU/PA-FP-6,Muller Panda,tool,Quad-Creaser,1680.00,1680.00,0.00,0.0
QC-MU/PA-FP-6-01,Quad-Creaser to fit Muller Martini Panda Version 2 & Tigra b,tool,Quad-Creaser,2040.00,2221.67,181.67,8.9
QC-MU/PA-FP-6-01-DC,Muller Panda Double Crease 6mm Hinge,tool,Quad-Creaser,2040.00,2221.67,181.67,8.9
QC-MU/PAN-FP-6,Quad-Creaser to fit Muller Martini Pantera binder 30mm shaft,tool,Quad-Creaser,2396.40,2396.40,0.00,0.0
QC-MU/PO-FP-6,Muller Pony,tool,Quad-Creaser,1680.00,1680.00,0.00,0.0
QC-MU/SIG-FP-6,Quad-Creaser to fit Muller Martini Sigma binder 30mm shafts,tool,Quad-Creaser,2276.40,2276.40,0.00,0.0
SC-MU/ADJ-6C-FP,"Quad-Creaser (Lay Flat) to fit Muller Martini Corona, Bolero",tool,Quad-Creaser,2880.00,2880.00,0.00,0.0
SC-MU/ADJ-FP-01,"Quad-Creaser Adjustable to fit Muller Martini Corona, Bolero",tool,Quad-Creaser,2636.40,2636.40,0.00,0.0
SHC-ADJ-MF/30-FP,30mm Special Adjustable Spine & Hinge Creaser,tool,Spine and Hinge Creaser,2036.40,2036.40,0.00,0.0
SHC-ADJ/04-FP,35mm Special Adjustable Spine & Hinge Creaser,tool,Spine and Hinge Creaser,2036.40,2036.40,0.00,0.0
SHC-ADJ/DM-FP,Spine & Hinge Creaser to fit 29.62mm exit shaft,tool,Spine and Hinge Creaser,2036.40,2036.40,0.00,0.0
SHC-RO,Spine-Hinge Creaser - Rollem - Discontinued,tool,Spine and Hinge Creaser,1200.00,1276.67,76.67,6.4
SHC-ST-ADJ/25-FP,25mm 3-8mm Spine & Hinge. Fixed female,tool,Spine and Hinge Creaser,1796.40,1796.40,0.00,0.0
SHC-STA-ADJ/03-FP,36mm Standard Adjustable Spine & Hinge Creaser - Agor Versio,tool,Spine and Hinge Creaser,1796.40,1796.40,0.00,0.0
SHC-STA-ADJ/04-FP,35mm Standard Adjustable Spine & Hinge Creaser,tool,Spine and Hinge Creaser,1796.40,1796.40,0.00,0.0
CC-MU-01,Spine-Creaser to fit Müller Martini (older) 1528 & 1529 stit,tool,Spine-Creaser,1916.40,1916.40,0.00,0.0
CC-MU-01-A,Spine-Creaser to fit Müller Martini 1294 stitching machine c,tool,Spine-Creaser,1616.40,1616.40,0.00,0.0
SC-DU-01,Spine-Creaser to fit Duplo iSaddle machine,tool,Spine-Creaser,1620.00,1620.00,0.00,0.0
SC-HD-01,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (older versi,tool,Spine-Creaser,1676.40,1676.40,0.00,0.0
SC-HD-02,Spine-Creaser to fit Heidelberg ST-300 stitching machine cov,tool,Spine-Creaser,1556.40,1591.67,35.27,2.3
SC-HD-03,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (newer versi,tool,Spine-Creaser,1676.40,1676.40,0.00,0.0
SC-HD-04,"Spine-Creaser to fit Heidelberg ST-350, ST-400 (late models)",tool,Spine-Creaser,2036.40,2036.40,0.00,0.0
SC-HO-01,Spine-Creaser to fit Hohner HSB 8000 stitching machine cover,tool,Spine-Creaser,1440.00,1591.67,151.67,10.5
SC-HO-02,Spine-Creaser to fit Hohner HSB 10000-S stitching machine co,tool,Spine-Creaser,1556.40,1591.67,35.27,2.3
SC-HOR/25-FP,Spine-Creaser to fit Horizon StitchLiner 5500 & 6000 machine,tool,Spine-Creaser,1440.00,1440.00,0.00,0.0
SC-HOR/25-FP-DSF-01,"Spine-Creaser to fit Horizon StitchLiner MkIII, MkIV & MkV m",tool,Spine-Creaser,1747.00,1747.00,0.00,0.0
SC-MU-02,"Spine-Creaser to fit Müller Martini 1553, 1554, Primera E140",tool,Spine-Creaser,1440.00,1440.00,0.00,0.0
SC-MU-02-TEMPO,Spine-Creaser to fit Müller Martini Tempo stitching machine,tool,Spine-Creaser,1323.60,1323.60,0.00,0.0
SC-MU-03,Spine-Creaser to fit Müller Martini 292 stitching machine co,tool,Spine-Creaser,1440.00,1440.00,0.00,0.0
SC-MU-05,Spine-Creaser to fit Müller Martini 0554.0401 & 0507.0400 st,tool,Spine-Creaser,1916.40,1916.40,0.00,0.0
SC-MU-06,Muller Spine Creaser 1528.0444,tool,Spine-Creaser,1800.00,1800.00,0.00,0.0
SC-MU/ADJ-LF-4C-FP,Quad-Creaser Lay Flat Attachment to fit Muller Martini Coron,tool,Spine-Creaser,1800.00,1800.00,0.00,0.0
SC-OS-01,Spine-Creaser to fit Osako Tener 310 machine,tool,Spine-Creaser,1440.00,1440.00,0.00,0.0
SC-OS-02,Spine-Creaser to fit Osako machines (with 'V' shaped groove,tool,Spine-Creaser,1440.00,1440.00,0.00,0.0
SC-SH-01,"Spine-Creaser to fit Harris, Heidelberg Prosetter, Macey & S",tool,Spine-Creaser,1440.00,1440.00,0.00,0.0
HORIZON-50/01,Horizon 20/50mm Starter Package,tool,Starter Pack,1440.00,2116.67,676.67,47.0
HORIZON-VP-66/02,Horizon VP-66 Starter Package (4x Male 4x Female Components),tool,Starter Pack,2280.00,3016.67,736.67,32.3
SHOEI-55/01,Shoei 35/55mm Starter Package,tool,Starter Pack,1440.00,2116.67,676.67,47.0
SHOEI-65/01,Shoei 35/65mm Starter Package,tool,Starter Pack,1440.00,2416.67,976.67,67.8
SHOEI-65/02,Shoei Starter Package 45/65 with blue gripper bands,tool,Starter Pack,1449.60,2316.67,867.07,59.8
UCHIDA-29/01,Uchida Tri-Creaser Fast Fit Starter Package,tool,Starter Pack,2280.00,3816.67,1536.67,67.4
PD-WEB,Web Micro-Perforator,tool,Web-Tool,960.00,1696.67,736.67,76.7
TRI-WEB-01,Web Tri-Creaser - Single Bearing Unit,tool,Web-Tool,1316.40,1696.67,380.27,28.9
TRI-WEB-02,Web Tri-Creaser - Double Floating Unit,tool,Web-Tool,1316.40,1696.67,380.27,28.9
TRI-WEB-03,100mm O/D Web Creaser,tool,Web-Tool,1316.40,1696.67,380.27,28.9
TRI-WEB-05,Web Spine & Hinge Fixed at 6mm,tool,Web-Tool,2996.40,3416.67,420.27,14.0
