Product Code,Description,Type,Category,Gina Old Distributor Price (£),New Distributor Price (£),Price Change (£),Price Change (%)
QC-DEL-WO/98-FP-6,Quad-Creaser to fit Wohlenberg Champion & City E binder 30mm,tool,Quad-Creaser,1605.08,1798.20,193.12,12.0
QC-HO-2S/25-FP-6,"Quad-Creaser to fit Horizon BQ binder 470, 480 & 500 model 2",tool,Quad-Creaser,924.00,1043.04,119.04,12.9
QC-MPB-2S/30-FP-6,Quad-Creaser to fit Muller Martini RB5 binder 30mm shafts,tool,Quad-Creaser,766.00,1008.00,242.00,31.6
QC-MU-AG-30-FP,Quad-Creaser to fit Muller Martini Amigo binder 30mm shafts,tool,Quad-Creaser,1207.00,1207.00,0.00,0.0
QC-MU/ALE-FP-6,Quad Creaser to fit Muller Martini Alegro binder with 48mm s,tool,Quad-Creaser,1555.00,1617.84,62.84,4.0
QC-MU/ALE-LF-4C-FP,Lay Flat Attachment for Muller Alegro,tool,Quad-Creaser,1493.00,1493.00,-0.00,-0.0
QC-MU/PA-FP-6,Muller Panda,tool,Quad-Creaser,892.00,1008.00,116.00,13.0
QC-MU/PA-FP-6-01,Quad-Creaser to fit Muller Martini Panda Version 2 & Tigra b,tool,Quad-Creaser,1333.00,1333.00,0.00,0.0
QC-MU/PA-FP-6-01-DC,Muller Panda Double Crease 6mm Hinge,tool,Quad-Creaser,1333.00,1333.00,0.00,0.0
QC-MU/PAN-FP-6,Quad-Creaser to fit Muller Martini Pantera binder 30mm shaft,tool,Quad-Creaser,1081.00,1437.84,356.84,33.0
QC-MU/PO-FP-6,Muller Pony,tool,Quad-Creaser,892.00,1008.00,116.00,13.0
QC-MU/SIG-FP-6,Quad-Creaser to fit Muller Martini Sigma binder 30mm shafts,tool,Quad-Creaser,1081.00,1365.84,284.84,26.3
SC-MU/ADJ-6C-FP,"Quad-Creaser (Lay Flat) to fit Muller Martini Corona, Bolero",tool,Quad-Creaser,1283.00,1728.00,445.00,34.7
SC-MU/ADJ-FP-01,"Quad-Creaser Adjustable to fit Muller Martini Corona, Bolero",tool,Quad-Creaser,986.00,1581.84,595.84,60.4
SHC-ADJ-MF/30-FP,30mm Special Adjustable Spine & Hinge Creaser,tool,Spine and Hinge Creaser,955.00,1221.84,266.84,27.9
SHC-ADJ/04-FP,35mm Special Adjustable Spine & Hinge Creaser,tool,Spine and Hinge Creaser,955.00,1221.84,266.84,27.9
SHC-ADJ/DM-FP,Spine & Hinge Creaser to fit 29.62mm exit shaft,tool,Spine and Hinge Creaser,1055.00,1221.84,166.84,15.8
SHC-RO,Spine-Hinge Creaser - Rollem - Discontinued,tool,Spine and Hinge Creaser,766.00,766.00,0.00,0.0
SHC-ST-ADJ/25-FP,25mm 3-8mm Spine & Hinge. Fixed female,tool,Spine and Hinge Creaser,892.00,1077.84,185.84,20.8
SHC-STA-ADJ/03-FP,36mm Standard Adjustable Spine & Hinge Creaser - Agor Versio,tool,Spine and Hinge Creaser,892.00,1077.84,185.84,20.8
SHC-STA-ADJ/04-FP,35mm Standard Adjustable Spine & Hinge Creaser,tool,Spine and Hinge Creaser,892.00,1077.84,185.84,20.8
CC-MU-01,Spine-Creaser to fit Müller Martini (older) 1528 & 1529 stit,tool,Spine-Creaser,955.00,1149.84,194.84,20.4
CC-MU-01-A,Spine-Creaser to fit Müller Martini 1294 stitching machine c,tool,Spine-Creaser,640.00,969.84,329.84,51.5
SC-DU-01,Spine-Creaser to fit Duplo iSaddle machine,tool,Spine-Creaser,955.00,972.00,17.00,1.8
SC-HD-01,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (older versi,tool,Spine-Creaser,955.00,1005.84,50.84,5.3
SC-HD-02,Spine-Creaser to fit Heidelberg ST-300 stitching machine cov,tool,Spine-Creaser,955.00,955.00,0.00,0.0
SC-HD-03,Spine-Creaser to fit Heidelberg ST-100 & ST-400 (newer versi,tool,Spine-Creaser,955.00,1005.84,50.84,5.3
SC-HD-04,"Spine-Creaser to fit Heidelberg ST-350, ST-400 (late models)",tool,Spine-Creaser,1080.00,1221.84,141.84,13.1
SC-HO-01,Spine-Creaser to fit Hohner HSB 8000 stitching machine cover,tool,Spine-Creaser,955.00,955.00,0.00,0.0
SC-HO-02,Spine-Creaser to fit Hohner HSB 10000-S stitching machine co,tool,Spine-Creaser,955.00,955.00,0.00,0.0
SC-HOR/25-FP,Spine-Creaser to fit Horizon StitchLiner 5500 & 6000 machine,tool,Spine-Creaser,640.00,864.00,224.00,35.0
SC-HOR/25-FP-DSF-01,"Spine-Creaser to fit Horizon StitchLiner MkIII, MkIV & MkV m",tool,Spine-Creaser,777.00,1048.20,271.20,34.9
SC-MU-02,"Spine-Creaser to fit Müller Martini 1553, 1554, Primera E140",tool,Spine-Creaser,640.00,864.00,224.00,35.0
SC-MU-02-TEMPO,Spine-Creaser to fit Müller Martini Tempo stitching machine,tool,Spine-Creaser,640.00,794.16,154.16,24.1
SC-MU-03,Spine-Creaser to fit Müller Martini 292 stitching machine co,tool,Spine-Creaser,640.00,864.00,224.00,35.0
SC-MU-05,Spine-Creaser to fit Müller Martini 0554.0401 & 0507.0400 st,tool,Spine-Creaser,955.00,1149.84,194.84,20.4
SC-MU-06,Muller Spine Creaser 1528.0444,tool,Spine-Creaser,955.00,1080.00,125.00,13.1
SC-MU/ADJ-LF-4C-FP,Quad-Creaser Lay Flat Attachment to fit Muller Martini Coron,tool,Spine-Creaser,831.00,1080.00,249.00,30.0
SC-OS-01,Spine-Creaser to fit Osako Tener 310 machine,tool,Spine-Creaser,640.00,864.00,224.00,35.0
SC-OS-02,Spine-Creaser to fit Osako machines (with 'V' shaped groove,tool,Spine-Creaser,640.00,864.00,224.00,35.0
SC-SH-01,"Spine-Creaser to fit Harris, Heidelberg Prosetter, Macey & S",tool,Spine-Creaser,640.00,864.00,224.00,35.0
HORIZON-50/01,Horizon 20/50mm Starter Package,tool,Starter Pack,1270.00,1270.00,0.00,0.0
HORIZON-VP-66/02,Horizon VP-66 Starter Package (4x Male 4x Female Components),tool,Starter Pack,1810.00,1810.00,0.00,0.0
SHOEI-55/01,Shoei 35/55mm Starter Package,tool,Starter Pack,1270.00,1270.00,0.00,0.0
SHOEI-65/01,Shoei 35/65mm Starter Package,tool,Starter Pack,1450.00,1450.00,0.00,0.0
SHOEI-65/02,Shoei Starter Package 45/65 with blue gripper bands,tool,Starter Pack,1390.00,1390.00,0.00,0.0
UCHIDA-29/01,Uchida Tri-Creaser Fast Fit Starter Package,tool,Starter Pack,2290.00,2290.00,0.00,0.0
PD-WEB,Web Micro-Perforator,tool,Web-Tool,490.00,1018.00,528.00,107.8
TRI-WEB-01,Web Tri-Creaser - Single Bearing Unit,tool,Web-Tool,1018.00,1018.00,0.00,0.0
TRI-WEB-02,Web Tri-Creaser - Double Floating Unit,tool,Web-Tool,1018.00,1018.00,0.00,0.0
TRI-WEB-03,100mm O/D Web Creaser,tool,Web-Tool,1018.00,1018.00,0.00,0.0
TRI-WEB-05,Web Spine & Hinge Fixed at 6mm,tool,Web-Tool,2050.00,2050.00,0.00,0.0
